plan_a,seed_a,split_a,plan_b,seed_b,split_b,K,distance_a,distance_b,relative_cost_gap,delta_frac,recovery_rate_a,recovery_rate_b,abs_recovery_gap,absorbed_customer_frac_a,absorbed_customer_frac_b,abs_absorbed_customer_gap,absorbed_workload_frac_a,absorbed_workload_frac_b,abs_absorbed_workload_gap
0,0,0,48,16,0,6,1224767.0,1229362.0,0.0037517340032838897,0.4,0.0,0.0,0.0,0.18975991802078762,0.12027714213068906,0.06948277589009856,0.10151619784377548,0.040262798711508466,0.06125339913226702
0,0,0,51,17,0,6,1224767.0,1227382.0,0.002135099982282344,0.05,0.0,0.0,0.0,0.056657151222368606,0.04842105263157895,0.008236098590789658,0.018011579480703314,0.024345431999606662,0.006333852518903348
0,0,0,51,17,0,6,1224767.0,1227382.0,0.002135099982282344,0.1,0.0,0.0,0.0,0.10346581759625235,0.08081756679279899,0.022648250803453368,0.04963757109073563,0.03518730413003094,0.014450266960704693
0,0,0,51,17,0,6,1224767.0,1227382.0,0.002135099982282344,0.2,0.0,0.0,0.0,0.1314119455423803,0.0998807476206857,0.031531197921694606,0.06520590692491397,0.040715741335486784,0.02449016558942719
0,0,0,51,17,0,6,1224767.0,1227382.0,0.002135099982282344,0.4,0.0,0.0,0.0,0.18975991802078762,0.10654741428735237,0.08321250373343525,0.10151619784377548,0.045463112547839794,0.05605308529593569
0,0,0,54,18,0,6,1224767.0,1233916.0,0.007469992251587444,0.05,0.0,0.0,0.0,0.056657151222368606,0.08502652268636923,0.028369371464000627,0.018011579480703314,0.028654770266522054,0.01064319078581874
0,0,0,54,18,0,6,1224767.0,1233916.0,0.007469992251587444,0.1,0.0,0.0,0.0,0.10346581759625235,0.11149711092166333,0.00803129332541097,0.04963757109073563,0.03865744162843127,0.01098012946230436
0,0,0,54,18,0,6,1224767.0,1233916.0,0.007469992251587444,0.2,0.0,0.0,0.0,0.1314119455423803,0.1207563701809226,0.010655575361457711,0.06520590692491397,0.040875720244225415,0.024330186680688558
0,0,0,54,18,0,6,1224767.0,1233916.0,0.007469992251587444,0.4,0.0,0.0,0.0,0.18975991802078762,0.14559533958510942,0.0441645784356782,0.10151619784377548,0.05964496344925696,0.04187123439451852
0,0,0,57,19,0,6,1224767.0,1221260.0,0.0028716243879272226,0.05,0.0,0.0,0.0,0.056657151222368606,0.1761904761904762,0.11953332496810759,0.018011579480703314,0.14054746132099608,0.12253588184029277
0,0,0,57,19,0,6,1224767.0,1221260.0,0.0028716243879272226,0.1,0.0,0.0,0.0,0.10346581759625235,0.2459511077158136,0.14248529011956124,0.04963757109073563,0.17221781559824167,0.12258024450750604
0,0,0,57,19,0,6,1224767.0,1221260.0,0.0028716243879272226,0.2,0.0,0.0,0.0,0.1314119455423803,0.3071810542398778,0.17576910869749748,0.06520590692491397,0.2028453619857344,0.13763945506082043
0,0,0,57,19,0,6,1224767.0,1221260.0,0.0028716243879272226,0.4,0.0,0.0,0.0,0.18975991802078762,0.38812494694847627,0.19836502892768865,0.10151619784377548,0.26274572519206935,0.16122952734829388
1,0,1,4,1,1,7,1237003.0,1248053.0,0.008932880518478936,0.05,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.2704703128044089,0.32994531145791645,0.05947499865350753,0.2106736376236337,0.3010561500393375,0.0903825124157038
1,0,1,4,1,1,7,1237003.0,1248053.0,0.008932880518478936,0.1,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.3215588378059774,0.32994531145791645,0.008386473651939064,0.25275679562758113,0.3010561500393375,0.04829935441175637
1,0,1,4,1,1,7,1237003.0,1248053.0,0.008932880518478936,0.2,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.3410393572864968,0.32994531145791645,0.011094045828580368,0.2601465798703292,0.3010561500393375,0.040909570169008314
1,0,1,4,1,1,7,1237003.0,1248053.0,0.008932880518478936,0.4,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.40080735435426507,0.32994531145791645,0.07086204289634862,0.2980151459085999,0.3020726856858542,0.004057539777254315
1,0,1,7,2,1,7,1237003.0,1240870.0,0.003126103978729235,0.05,0.14285714285714285,0.14285714285714285,0.0,0.2704703128044089,0.2486883876357561,0.02178192516865282,0.2106736376236337,0.22569764499285447,0.015024007369220771
