plan_id,seed,generation,K,distance,solve_time,min_route_len,max_route_len,mean_route_len,std_route_len,route_len_signature,min_route_delivery,max_route_delivery,mean_route_delivery,std_route_delivery,route_delivery_signature,recovery_rate_d0.05,mean_absorbed_customer_frac_d0.05,mean_absorbed_workload_frac_d0.05,sub_len_n_d0.05,recovery_rate_sub_len_d0.05,mean_absorbed_customer_frac_sub_len_d0.05,mean_absorbed_workload_frac_sub_len_d0.05,sub_work_n_d0.05,recovery_rate_sub_work_d0.05,mean_absorbed_customer_frac_sub_work_d0.05,mean_absorbed_workload_frac_sub_work_d0.05,sub_either_n_d0.05,recovery_rate_sub_either_d0.05,mean_absorbed_customer_frac_sub_either_d0.05,mean_absorbed_workload_frac_sub_either_d0.05,recovery_rate_d0.1,mean_absorbed_customer_frac_d0.1,mean_absorbed_workload_frac_d0.1,sub_len_n_d0.1,recovery_rate_sub_len_d0.1,mean_absorbed_customer_frac_sub_len_d0.1,mean_absorbed_workload_frac_sub_len_d0.1,sub_work_n_d0.1,recovery_rate_sub_work_d0.1,mean_absorbed_customer_frac_sub_work_d0.1,mean_absorbed_workload_frac_sub_work_d0.1,sub_either_n_d0.1,recovery_rate_sub_either_d0.1,mean_absorbed_customer_frac_sub_either_d0.1,mean_absorbed_workload_frac_sub_either_d0.1,recovery_rate_d0.2,mean_absorbed_customer_frac_d0.2,mean_absorbed_workload_frac_d0.2,sub_len_n_d0.2,recovery_rate_sub_len_d0.2,mean_absorbed_customer_frac_sub_len_d0.2,mean_absorbed_workload_frac_sub_len_d0.2,sub_work_n_d0.2,recovery_rate_sub_work_d0.2,mean_absorbed_customer_frac_sub_work_d0.2,mean_absorbed_workload_frac_sub_work_d0.2,sub_either_n_d0.2,recovery_rate_sub_either_d0.2,mean_absorbed_customer_frac_sub_either_d0.2,mean_absorbed_workload_frac_sub_either_d0.2,recovery_rate_d0.4,mean_absorbed_customer_frac_d0.4,mean_absorbed_workload_frac_d0.4,sub_len_n_d0.4,recovery_rate_sub_len_d0.4,mean_absorbed_customer_frac_sub_len_d0.4,mean_absorbed_workload_frac_sub_len_d0.4,sub_work_n_d0.4,recovery_rate_sub_work_d0.4,mean_absorbed_customer_frac_sub_work_d0.4,mean_absorbed_workload_frac_sub_work_d0.4,sub_either_n_d0.4,recovery_rate_sub_either_d0.4,mean_absorbed_customer_frac_sub_either_d0.4,mean_absorbed_workload_frac_sub_either_d0.4
21,10,direct_fixed_k,8,1274465.0,11.662158250808716,5,21,12.5,5.787918451395113,5 6 7 11 14 17 19 21,33.8,147.39999999999998,94.125,47.234646976557364,33.800 35.800 39.300 96.000 119.800 138.300 142.600 147.400,0.25,0.3905924570785252,0.36847697577646626,5.0,0.0,0.14494793132564032,0.10862670639284769,5.0,0.0,0.14494793132564032,0.10862670639284769,5.0,0.0,0.14494793132564032,0.10862670639284769,0.375,0.5235364480720518,0.4948960681868569,5.0,0.0,0.23765831691528283,0.191833709098971,5.0,0.0,0.23765831691528283,0.191833709098971,5.0,0.0,0.23765831691528283,0.191833709098971,0.375,0.5752951898462735,0.5534733800481877,5.0,0.0,0.3204723037540375,0.28555740807710017,5.0,0.0,0.3204723037540375,0.28555740807710017,5.0,0.0,0.3204723037540375,0.28555740807710017,0.375,0.7296407797568788,0.7046773764002755,5.0,0.0,0.5674252476110061,0.5274838022404407,5.0,0.0,0.5674252476110061,0.5274838022404407,5.0,0.0,0.5674252476110061,0.5274838022404407
22,11,direct_fixed_k,7,1240913.0,17.60600733757019,6,23,14.285714285714286,5.443588252359329,6 8 13 15 17 18 23,35.8,149.89999999999998,107.57142857142856,44.917693436701185,35.800 43.100 110.900 124.600 141.400 147.300 149.900,0.0,0.21421771607193602,0.1570493160788305,5.0,0.0,0.05823813583404376,0.023959829955086092,5.0,0.0,0.05823813583404376,0.023959829955086092,5.0,0.0,0.05823813583404376,0.023959829955086092,0.14285714285714285,0.3554895871392035,0.3148167550003292,5.0,0.0,0.17268542199488493,0.14059078524473562,5.0,0.0,0.17268542199488493,0.14059078524473562,5.0,0.0,0.17268542199488493,0.14059078524473562,0.2857142857142857,0.4950554134697357,0.4721655009233193,5.0,0.0,0.29307757885763,0.261031701292647,5.0,0.0,0.29307757885763,0.261031701292647,5.0,0.0,0.29307757885763,0.261031701292647,0.2857142857142857,0.6232327490639511,0.5675919502035075,5.0,0.0,0.4725258486895316,0.3946287302849104,5.0,0.0,0.4725258486895316,0.3946287302849104,5.0,0.0,0.4725258486895316,0.3946287302849104
23,11,direct_fixed_k,8,1271035.0,12.64441466331482,5,23,12.5,5.385164807134504,5 7 9 11 14 15 16 23,30.299999999999997,147.30000000000004,94.12500000000001,44.992436864433124,30.300 45.800 54.800 73.200 121.500 138.300 141.800 147.300,0.125,0.3429934045423176,0.2996828476204132,5.0,0.0,0.12339262187088273,0.07712328492306665,6.0,0.0,0.19541977748499487,0.1482110099419716,6.0,0.0,0.19541977748499487,0.1482110099419716,0.25,0.4755408314511575,0.4437907548076897,5.0,0.0,0.2180081874647092,0.16252422408574602,6.0,0.16666666666666666,0.348340156220591,0.302103520071455,6.0,0.16666666666666666,0.348340156220591,0.302103520071455,0.375,0.6139301595143986,0.5900094344624447,5.0,0.0,0.3822882552230378,0.34401509513991146,6.0,0.16666666666666666,0.4852402126858648,0.4533459126165929,6.0,0.16666666666666666,0.4852402126858648,0.4533459126165929,0.5,0.7640139751552795,0.7324174003530438,5.0,0.2,0.6224223602484471,0.5718678405648701,6.0,0.3333333333333333,0.6853519668737059,0.6432232004707251,6.0,0.3333333333333333,0.6853519668737059,0.6432232004707251
24,12,direct_fixed_k,7,1261586.0,12.352242469787598,5,23,14.285714285714286,6.0877930721892906,5 7 12 16 18 19 23,44.300000000000004,149.4,107.57142857142857,44.18085281094109,44.300 44.500 89.200 135.800 142.500 147.300 149.400,0.0,0.24473308011228903,0.17021920508419347,5.0,0.0,0.1369120264429189,0.06175214589570027,6.0,0.0,0.2140933553690991,0.12749902520486073,6.0,0.0,0.2140933553690991,0.12749902520486073,0.0,0.2943265254232891,0.2175496056390654,5.0,0.0,0.17777142130689044,0.1049499357404515,6.0,0.0,0.24814285108907538,0.1634971834088201,6.0,0.0,0.24814285108907538,0.1634971834088201,0.14285714285714285,0.44602123839619756,0.3807026506516532,5.0,0.0,0.2815725908975336,0.20818118326618476,6.0,0.16666666666666666,0.4013104924146114,0.340150986055154,6.0,0.16666666666666666,0.4013104924146114,0.340150986055154,0.2857142857142857,0.6322940503432495,0.5736923221914199,5.0,0.0,0.4852116704805492,0.40316925106798784,6.0,0.16666666666666666,0.5710097254004577,0.5026410425566565,6.0,0.16666666666666666,0.5710097254004577,0.5026410425566565
25,12,direct_fixed_k,8,1270292.0,12.704967021942139,6,23,12.5,5.07444578254611,6 7 10 11 13 14 16 23,35.8,147.29999999999998,94.125,41.93091788883233,35.800 45.800 61.800 73.200 122.700 124.600 141.800 147.300,0.125,0.2824031267645398,0.250603671020914,6.0,0.0,0.11463274044795783,0.08277210780930609,6.0,0.0,0.11463274044795783,0.08277210780930609,6.0,0.0,0.11463274044795783,0.08277210780930609,0.25,0.457906902879729,0.45094771172479353,6.0,0.16666666666666666,0.3248282514586862,0.3116461292942604,6.0,0.16666666666666666,0.3248282514586862,0.3116461292942604,6.0,0.16666666666666666,0.3248282514586862,0.3116461292942604,0.375,0.6114748023715415,0.5825611901493726,6.0,0.16666666666666666,0.48196640316205525,0.44341492019916345,6.0,0.16666666666666666,0.48196640316205525,0.44341492019916345,6.0,0.16666666666666666,0.48196640316205525,0.44341492019916345,0.5,0.7757330984233157,0.7480972901616527,6.0,0.3333333333333333,0.700977464564421,0.664129720215537,6.0,0.3333333333333333,0.700977464564421,0.664129720215537,6.0,0.3333333333333333,0.700977464564421,0.664129720215537
26,13,direct_fixed_k,7,1251866.0,14.517504215240479,5,23,14.285714285714286,6.40790328343023,5 5 14 16 18 19 23,42.400000000000006,149.89999999999998,107.57142857142857,43.9493121768285,42.400 44.300 97.300 126.800 142.500 149.800 149.900,0.0,0.1910504781622794,0.14453492693156825,5.0,0.0,0.10747066942719115,0.05332786669654591,6.0,0.0,0.18955889118932598,0.12909948219407116,6.0,0.0,0.18955889118932598,0.12909948219407116,0.0,0.2968268237882491,0.23778113844146698,5.0,0.0,0.17555755330354872,0.12019097077060317,6.0,0.0,0.24629796108629062,0.18481873558911888,6.0,0.0,0.24629796108629062,0.18481873558911888,0.14285714285714285,0.42276589506893536,0.3866463274961372,5.0,0.0,0.23187225309650938,0.1860809778975771,6.0,0.16666666666666666,0.3598935442470912,0.3217341482479809,6.0,0.16666666666666666,0.3598935442470912,0.3217341482479809,0.2857142857142857,0.6125549380698122,0.5683847348384609,5.0,0.0,0.4575769132977371,0.39573862877384497,6.0,0.16666666666666666,0.5479807610814477,0.4964488573115375,6.0,0.16666666666666666,0.5479807610814477,0.4964488573115375
27,13,direct_fixed_k,8,1270571.0,15.431591510772705,5,23,12.5,5.722761571129799,5 5 10 12 13 14 18 23,33.800000000000004,147.30000000000004,94.125,45.04044710035637,33.800 34.200 61.800 84.800 103.400 141.800 145.900 147.300,0.25,0.3772233503211764,0.3367609885725343,6.0,0.0,0.16963113376156855,0.11568131809671232,6.0,0.0,0.16963113376156855,0.11568131809671232,6.0,0.0,0.16963113376156855,0.11568131809671232,0.25,0.4749416042894304,0.4387617940645224,6.0,0.0,0.2999221390525738,0.2516823920860299,6.0,0.0,0.2999221390525738,0.2516823920860299,6.0,0.0,0.2999221390525738,0.2516823920860299,0.375,0.5708296836014227,0.5370916019956608,6.0,0.16666666666666666,0.4277729114685636,0.38278880266088083,6.0,0.16666666666666666,0.4277729114685636,0.38278880266088083,6.0,0.16666666666666666,0.4277729114685636,0.38278880266088083,0.375,0.7173183097096141,0.682732518996695,6.0,0.16666666666666666,0.6230910796128187,0.5769766919955933,6.0,0.16666666666666666,0.6230910796128187,0.5769766919955933,6.0,0.16666666666666666,0.6230910796128187,0.5769766919955933
28,14,direct_fixed_k,7,1244175.0,15.085299253463745,6,21,14.285714285714286,4.681705602335411,6 12 13 14 14 20 21,35.8,142.60000000000002,107.57142857142857,38.317795727152095,35.800 78.400 87.700 124.600 141.800 142.100 142.600,0.0,0.26122448979591834,0.2100630221129912,6.0,0.0,0.1658730158730159,0.12125605223143356,6.0,0.0,0.1658730158730159,0.12125605223143356,6.0,0.0,0.1658730158730159,0.12125605223143356,0.14285714285714285,0.42176870748299317,0.3817466584346825,6.0,0.0,0.3253968253968254,0.278704434840463,6.0,0.0,0.3253968253968254,0.278704434840463,6.0,0.0,0.3253968253968254,0.278704434840463,0.14285714285714285,0.5608843537414966,0.512041625463797,6.0,0.0,0.48769841269841274,0.43071522970776316,6.0,0.0,0.48769841269841274,0.43071522970776316,6.0,0.0,0.48769841269841274,0.43071522970776316,0.2857142857142857,0.7291208791208791,0.6692697687766197,6.0,0.16666666666666666,0.6839743589743589,0.6141480635727229,6.0,0.16666666666666666,0.6839743589743589,0.6141480635727229,6.0,0.16666666666666666,0.6839743589743589,0.6141480635727229
29,14,direct_fixed_k,8,1263846.0,15.74225664138794,5,23,12.5,5.545268253204709,5 6 8 14 14 15 15 23,34.2,147.30000000000004,94.125,43.9916114162689,34.200 39.700 49.500 97.100 109.300 134.100 141.800 147.300,0.25,0.3857919254658385,0.35523987740303314,5.0,0.0,0.11726708074534162,0.0886596659138186,5.0,0.0,0.11726708074534162,0.0886596659138186,5.0,0.0,0.11726708074534162,0.0886596659138186,0.375,0.5055124223602484,0.4917625715970936,5.0,0.0,0.2088198757763975,0.1868201145553498,5.0,0.0,0.2088198757763975,0.1868201145553498,5.0,0.0,0.2088198757763975,0.1868201145553498,0.375,0.6121376811594204,0.5880851740487746,5.0,0.0,0.37942028985507237,0.3409362784780394,5.0,0.0,0.37942028985507237,0.3409362784780394,5.0,0.0,0.37942028985507237,0.3409362784780394,0.375,0.7518115942028986,0.7286411367655309,5.0,0.0,0.6028985507246377,0.5658258188248493,5.0,0.0,0.6028985507246377,0.5658258188248493,5.0,0.0,0.6028985507246377,0.5658258188248493
30,15,direct_fixed_k,7,1249358.0,14.76011323928833,7,23,14.285714285714286,4.89064079103534,7 9 14 14 16 17 23,52.900000000000006,149.69999999999996,107.57142857142856,37.66634398754085,52.900 63.200 90.500 105.600 142.500 148.600 149.700,0.0,0.2510170734960651,0.2286107924347721,5.0,0.0,0.18634453781512605,0.1468992381566004,7.0,0.0,0.2510170734960651,0.2286107924347721,7.0,0.0,0.2510170734960651,0.2286107924347721,0.14285714285714285,0.41696751164233803,0.37429022335789913,5.0,0.0,0.2726434051881622,0.21632996415334102,7.0,0.14285714285714285,0.41696751164233803,0.37429022335789913,7.0,0.14285714285714285,0.41696751164233803,0.37429022335789913,0.14285714285714285,0.5603933602426477,0.5259105677046857,5.0,0.0,0.4067729265619291,0.36739512673676733,7.0,0.14285714285714285,0.5603933602426477,0.5259105677046857,7.0,0.14285714285714285,0.5603933602426477,0.5259105677046857,0.42857142857142855,0.6793086799937367,0.6537509342583513,5.0,0.2,0.5510321519912313,0.5152513079616918,7.0,0.42857142857142855,0.6793086799937367,0.6537509342583513,7.0,0.42857142857142855,0.6793086799937367,0.6537509342583513
31,15,direct_fixed_k,8,1266770.0,12.513670921325684,5,23,12.5,5.5677643628300215,5 7 7 13 14 15 16 23,35.8,147.30000000000004,94.125,44.38101367702185,35.800 40.900 45.800 98.000 105.100 138.300 141.800 147.300,0.125,0.33619828993470297,0.3100361554827992,5.0,0.0,0.10363154960981047,0.05965147942057801,5.0,0.0,0.10363154960981047,0.05965147942057801,5.0,0.0,0.10363154960981047,0.05965147942057801,0.25,0.4895268454371715,0.48026978533377257,5.0,0.0,0.24038580984233157,0.22089067292747888,5.0,0.0,0.24038580984233157,0.22089067292747888,5.0,0.0,0.24038580984233157,0.22089067292747888,0.375,0.6100257306099697,0.5932797632389352,5.0,0.0,0.3760411689759516,0.34924762118229624,5.0,0.0,0.3760411689759516,0.34924762118229624,5.0,0.0,0.3760411689759516,0.34924762118229624,0.5,0.7823436753463927,0.7369928006182584,5.0,0.2,0.6517498805542283,0.5791884809892136,5.0,0.2,0.6517498805542283,0.5791884809892136,5.0,0.2,0.6517498805542283,0.5791884809892136
32,16,direct_fixed_k,7,1244383.0,12.723991632461548,6,23,14.285714285714286,5.969309261650337,6 7 12 14 18 20 23,35.8,149.4,107.57142857142857,46.925525015274836,35.800 44.500 89.200 138.300 147.300 148.500 149.400,0.0,0.15598442275460908,0.10298641414709411,5.0,0.0,0.08980676328502415,0.07043405562740361,5.0,0.0,0.08980676328502415,0.07043405562740361,5.0,0.0,0.08980676328502415,0.07043405562740361,0.0,0.26809129448881003,0.19360626694676794,5.0,0.0,0.15628019323671496,0.10640891846380943,5.0,0.0,0.15628019323671496,0.10640891846380943,5.0,0.0,0.15628019323671496,0.10640891846380943,0.14285714285714285,0.3601547865523021,0.31215424873584746,5.0,0.0,0.21850241545893717,0.15170789135814855,5.0,0.0,0.21850241545893717,0.15170789135814855,5.0,0.0,0.21850241545893717,0.15170789135814855,0.14285714285714285,0.5086315685694568,0.49182462696238755,5.0,0.0,0.36922705314009663,0.33752762150721616,5.0,0.0,0.36922705314009663,0.33752762150721616,5.0,0.0,0.36922705314009663,0.33752762150721616
33,16,direct_fixed_k,8,1270167.0,17.293829202651978,6,23,12.5,5.07444578254611,6 7 10 11 13 14 16 23,33.800000000000004,147.29999999999998,94.12499999999999,43.002696136405206,33.800 45.800 61.800 73.200 111.000 138.300 141.800 147.300,0.125,0.33937428061069363,0.29578977859750427,6.0,0.0,0.19059427890949632,0.1430202512447598,6.0,0.0,0.19059427890949632,0.1430202512447598,6.0,0.0,0.19059427890949632,0.1430202512447598,0.25,0.47361775452808064,0.456041120201753,6.0,0.16666666666666666,0.34577605365648845,0.31843734059687295,6.0,0.16666666666666666,0.34577605365648845,0.31843734059687295,6.0,0.16666666666666666,0.34577605365648845,0.31843734059687295,0.375,0.606237851822091,0.5856574333042726,6.0,0.16666666666666666,0.4749838024294546,0.44754324440569676,6.0,0.16666666666666666,0.4749838024294546,0.44754324440569676,6.0,0.16666666666666666,0.4749838024294546,0.44754324440569676,0.375,0.7566166849454893,0.72682406348904,6.0,0.16666666666666666,0.6754889132606524,0.6357654179853868,6.0,0.16666666666666666,0.6754889132606524,0.6357654179853868,6.0,0.16666666666666666,0.6754889132606524,0.6357654179853868
34,17,direct_fixed_k,7,1248876.0,11.070756912231445,6,25,14.285714285714286,6.363159271805739,6 7 11 14 18 19 25,45.8,149.9,107.57142857142856,46.18325962280873,45.800 46.600 73.200 141.800 145.900 149.800 149.900,0.0,0.14531306621532183,0.12772046049300237,5.0,0.0,0.05581924508240297,0.03722847202554136,5.0,0.0,0.05581924508240297,0.03722847202554136,5.0,0.0,0.05581924508240297,0.03722847202554136,0.0,0.27845284206186466,0.2797967972989716,5.0,0.0,0.1469768360294676,0.14713311249365965,5.0,0.0,0.1469768360294676,0.14713311249365965,5.0,0.0,0.1469768360294676,0.14713311249365965,0.14285714285714285,0.4905922815697252,0.4364429876620713,5.0,0.0,0.32016252753094854,0.25096101112926655,5.0,0.0,0.32016252753094854,0.25096101112926655,5.0,0.0,0.32016252753094854,0.25096101112926655,0.2857142857142857,0.6200106326422116,0.570943451262581,5.0,0.0,0.4680148856990963,0.39932083176761335,5.0,0.0,0.4680148856990963,0.39932083176761335,5.0,0.0,0.4680148856990963,0.39932083176761335
35,17,direct_fixed_k,8,1266542.0,10.953104019165039,6,25,12.5,6.284902544988268,6 6 6 12 13 14 18 25,35.8,149.9,94.125,45.014685103863606,35.800 46.600 51.000 68.000 124.600 135.300 141.800 149.900,0.0,0.2545833333333334,0.27400509287599784,5.0,0.0,0.074,0.05608374384236453,6.0,0.0,0.145,0.13764554411106134,6.0,0.0,0.145,0.13764554411106134,0.25,0.4808134920634921,0.45866962255695815,5.0,0.0,0.20263492063492064,0.1762956385153754,6.0,0.0,0.3077513227513227,0.27822616340927747,6.0,0.0,0.3077513227513227,0.27822616340927747,0.375,0.6028769841269841,0.5727264219457388,5.0,0.0,0.3646031746031746,0.31636227511318193,6.0,0.16666666666666666,0.4705026455026455,0.4303018959276516,6.0,0.16666666666666666,0.4705026455026455,0.4303018959276516,0.375,0.7585241147741147,0.7185510942236335,5.0,0.0,0.6136385836385836,0.5496817507578136,6.0,0.16666666666666666,0.678032153032153,0.624734792298178,6.0,0.16666666666666666,0.678032153032153,0.624734792298178
36,18,direct_fixed_k,7,1244191.0,12.872298240661621,6,23,14.285714285714286,5.41728149310244,6 9 12 14 18 18 23,35.8,149.4,107.57142857142857,41.78826610034771,35.800 63.200 89.200 129.800 138.300 147.300 149.400,0.14285714285714285,0.24033816425120774,0.22052798593664075,5.0,0.0,0.09202898550724638,0.07265557195046093,6.0,0.0,0.11372785829307568,0.09061598359274751,6.0,0.0,0.11372785829307568,0.09061598359274751,0.14285714285714285,0.3219461697722567,0.2895204008467262,5.0,0.0,0.16183574879227053,0.1087389022195201,6.0,0.0,0.20893719806763286,0.1711071343211806,6.0,0.0,0.20893719806763286,0.1711071343211806,0.14285714285714285,0.42908902691511386,0.3755464001056278,5.0,0.0,0.2896135265700483,0.20519290294215833,6.0,0.0,0.33393719806763283,0.27147080012323244,6.0,0.0,0.33393719806763283,0.27147080012323244,0.14285714285714285,0.597333136153012,0.5621981992088065,5.0,0.0,0.4807108350586612,0.43724249539397925,6.0,0.0,0.530221992178514,0.4892312324102743,6.0,0.0,0.530221992178514,0.4892312324102743
37,18,direct_fixed_k,8,1260993.0,18.125876903533936,5,23,12.5,5.852349955359813,5 6 7 13 14 14 18 23,34.2,147.29999999999998,94.125,46.942111957175506,34.200 34.700 35.800 116.600 118.000 124.600 141.800 147.300,0.125,0.36733954451345757,0.3347609522488807,5.0,0.0,0.08488612836438922,0.07402887405388438,5.0,0.0,0.08488612836438922,0.07402887405388438,5.0,0.0,0.08488612836438922,0.07402887405388438,0.375,0.5237663906142167,0.5088889949632731,5.0,0.0,0.23802622498274673,0.214222391941237,5.0,0.0,0.23802622498274673,0.214222391941237,5.0,0.0,0.23802622498274673,0.214222391941237,0.375,0.6244392684610076,0.6033066655151165,5.0,0.0,0.39910282953761217,0.3652906648241863,5.0,0.0,0.39910282953761217,0.3652906648241863,5.0,0.0,0.39910282953761217,0.3652906648241863,0.375,0.7541772840685884,0.7397688295083228,5.0,0.0,0.6066836545097415,0.5836301272133164,5.0,0.0,0.6066836545097415,0.5836301272133164,5.0,0.0,0.6066836545097415,0.5836301272133164
38,19,direct_fixed_k,7,1244383.0,12.505112886428833,6,23,14.285714285714286,5.674864018868916,6 8 12 14 18 19 23,35.8,149.4,107.57142857142857,43.51389644324524,35.800 56.200 89.200 136.800 138.300 147.300 149.400,0.0,0.1958519487123606,0.15229308170999137,5.0,0.0,0.09085939486397152,0.07170947966944699,6.0,0.0,0.1173828290533096,0.09392456639120582,6.0,0.0,0.1173828290533096,0.09392456639120582,0.0,0.31588936108386906,0.24271973169343378,5.0,0.0,0.17557843885075006,0.13278341735912116,6.0,0.0,0.2296486990422917,0.18773618113260096,6.0,0.0,0.2296486990422917,0.18773618113260096,0.14285714285714285,0.4249119174748465,0.36676333583209153,5.0,0.0,0.2948766844647851,0.22096867016492813,6.0,0.0,0.32906390372065425,0.26122389180410677,6.0,0.0,0.32906390372065425,0.26122389180410677,0.14285714285714285,0.5994216908731457,0.5617980526409383,5.0,0.0,0.48919036722240383,0.42526727369731354,6.0,0.0,0.5326586393520032,0.48876439474776134,6.0,0.0,0.5326586393520032,0.48876439474776134
39,19,direct_fixed_k,8,1244084.0,18.70339822769165,5,25,12.5,6.244997998398398,5 6 7 12 13 15 17 25,35.8,149.39999999999998,94.125,46.312896422055054,35.800 39.300 40.900 89.200 124.600 125.700 148.100 149.400,0.125,0.3312219887955182,0.30819532772486313,5.0,0.0,0.10709803921568628,0.08214322015089484,5.0,0.0,0.10709803921568628,0.08214322015089484,5.0,0.0,0.10709803921568628,0.08214322015089484,0.375,0.5159313725490196,0.5075784532608311,5.0,0.0,0.22549019607843138,0.2121255252173298,5.0,0.0,0.22549019607843138,0.2121255252173298,5.0,0.0,0.22549019607843138,0.2121255252173298,0.375,0.6034313725490196,0.5708604539807385,5.0,0.0,0.36549019607843136,0.3133767263691815,5.0,0.0,0.36549019607843136,0.3133767263691815,5.0,0.0,0.36549019607843136,0.3133767263691815,0.375,0.7014196832579186,0.664669529600296,5.0,0.0,0.5222714932126697,0.46347124736047374,5.0,0.0,0.5222714932126697,0.46347124736047374,5.0,0.0,0.5222714932126697,0.46347124736047374
