plan_id,seed,K,distance,delta_frac,lost_a,lost_b,lost_a_len,lost_b_len,lost_a_workload,lost_b_workload,lost_a_substantive,lost_b_substantive,both_substantive,extra_units,need_two_units,need_at_most_one,fully_absorbed,total_customers,absorbed_customers,absorbed_customer_frac,total_delivery,total_pickup,total_workload,absorbed_workload,absorbed_workload_frac,residual_delivery_at_max_work,residual_pickup_at_max_work,residual_workload,residual_workload_frac,one_unit_capacity_feasible,terminal_dp_states,lost_route_a,lost_route_b
0,0,7,1246180.0,0.1,0,1,12,8,138.50000000000003,80.0,1,1,1,1,0,1,0,20,5,0.25,145.4,73.1,218.50000000000003,55.80000000000001,0.2553775743707094,109.3,53.4,162.70000000000002,0.7446224256292906,1,1,89 85 59 80 86 6 83 53 22 96 67 62,50 90 33 91 15 49 20 13
0,0,7,1246180.0,0.1,0,2,12,18,138.50000000000003,225.4,1,1,1,2,1,0,0,30,4,0.13333333333333333,238.6,125.3,363.90000000000003,35.100000000000016,0.09645507007419624,216.8,112.0,328.8,0.9035449299258037,0,16,89 85 59 80 86 6 83 53 22 96 67 62,63 73 57 79 39 23 11 70 19 5 4 28 58 94 38 31 78 93
0,0,7,1246180.0,0.1,0,3,12,14,138.50000000000003,194.6,1,1,1,2,1,0,0,26,2,0.07692307692307693,227.5,105.6,333.09999999999997,13.70000000000001,0.041128790153107206,217.8,101.6,319.4,0.9588712098468929,0,8,89 85 59 80 86 6 83 53 22 96 67 62,25 9 55 14 54 76 92 40 42 65 52 3 60 26
0,0,7,1246180.0,0.1,0,4,12,18,138.50000000000003,210.89999999999998,1,1,1,2,1,0,0,30,7,0.23333333333333334,224.4,125.0,349.4,62.400000000000006,0.17859187178019464,185.7,101.3,287.0,0.8214081282198055,0,16,89 85 59 80 86 6 83 53 22 96 67 62,2 68 37 17 43 44 35 98 81 16 69 7 41 99 95 97 30 84
0,0,7,1246180.0,0.1,0,5,12,7,138.50000000000003,62.099999999999994,1,0,0,1,0,1,0,19,7,0.3684210526315789,126.6,74.0,200.59999999999997,58.60000000000002,0.29212362911266215,90.3,51.7,141.99999999999994,0.7078763708873378,1,1,89 85 59 80 86 6 83 53 22 96 67 62,61 21 36 45 27 88 18
0,0,7,1246180.0,0.1,0,6,12,23,138.50000000000003,227.40000000000003,1,1,1,2,1,0,0,35,5,0.14285714285714285,236.5,129.4,365.9,39.80000000000003,0.10877288876742289,212.2,113.9,326.09999999999997,0.8912271112325771,0,16,89 85 59 80 86 6 83 53 22 96 67 62,75 8 29 66 71 10 64 82 12 77 87 32 24 74 47 51 34 100 48 1 56 46 72
0,0,7,1246180.0,0.1,1,2,8,18,80.0,225.4,1,1,1,2,1,0,0,26,4,0.15384615384615385,205.6,99.8,305.40000000000003,43.699999999999996,0.1430910281597904,177.2,84.5,261.70000000000005,0.8569089718402096,0,8,50 90 33 91 15 49 20 13,63 73 57 79 39 23 11 70 19 5 4 28 58 94 38 31 78 93
0,0,7,1246180.0,0.1,1,3,8,14,80.0,194.6,1,1,1,2,1,0,0,22,3,0.13636363636363635,194.5,80.1,274.6,23.700000000000003,0.0863073561544064,178.6,72.3,250.90000000000003,0.9136926438455937,0,4,50 90 33 91 15 49 20 13,25 9 55 14 54 76 92 40 42 65 52 3 60 26
0,0,7,1246180.0,0.1,1,4,8,18,80.0,210.89999999999998,1,1,1,2,1,0,0,26,6,0.23076923076923078,191.4,99.5,290.90000000000003,47.499999999999986,0.16328635269852176,161.0,82.4,243.40000000000003,0.8367136473014782,0,8,50 90 33 91 15 49 20 13,2 68 37 17 43 44 35 98 81 16 69 7 41 99 95 97 30 84
0,0,7,1246180.0,0.1,1,5,8,7,80.0,62.099999999999994,1,0,0,1,0,1,0,15,5,0.3333333333333333,93.6,48.5,142.1,41.39999999999999,0.2913441238564391,66.3,34.4,100.7,0.708655876143561,1,1,50 90 33 91 15 49 20 13,61 21 36 45 27 88 18
0,0,7,1246180.0,0.1,1,6,8,23,80.0,227.40000000000003,1,1,1,2,1,0,0,31,4,0.12903225806451613,203.5,103.9,307.3999999999999,38.00000000000001,0.12361743656473656,177.9,91.5,269.3999999999999,0.8763825634352634,0,8,50 90 33 91 15 49 20 13,75 8 29 66 71 10 64 82 12 77 87 32 24 74 47 51 34 100 48 1 56 46 72
0,0,7,1246180.0,0.1,2,3,18,14,225.4,194.6,1,1,1,2,1,0,0,32,1,0.03125,287.7,132.3,420.0,3.5999999999999943,0.008571428571428558,285.5,130.9,416.4,0.9914285714285713,0,2,63 73 57 79 39 23 11 70 19 5 4 28 58 94 38 31 78 93,25 9 55 14 54 76 92 40 42 65 52 3 60 26
0,0,7,1246180.0,0.1,2,4,18,18,225.4,210.89999999999998,1,1,1,2,1,0,0,36,5,0.1388888888888889,284.6,151.7,436.3,49.39999999999999,0.11322484528993809,254.1,132.8,386.90000000000003,0.886775154710062,0,8,63 73 57 79 39 23 11 70 19 5 4 28 58 94 38 31 78 93,2 68 37 17 43 44 35 98 81 16 69 7 41 99 95 97 30 84
0,0,7,1246180.0,0.1,2,5,18,7,225.4,62.099999999999994,1,0,0,2,1,0,0,25,5,0.2,186.8,100.7,287.5,56.4,0.19617391304347825,153.0,78.1,231.1,0.8038260869565217,0,16,63 73 57 79 39 23 11 70 19 5 4 28 58 94 38 31 78 93,61 21 36 45 27 88 18
0,0,7,1246180.0,0.1,2,6,18,23,225.4,227.40000000000003,1,1,1,2,1,0,0,41,3,0.07317073170731707,296.7,156.1,452.79999999999995,26.80000000000001,0.059187279151943495,280.6,145.4,425.99999999999994,0.9408127208480566,0,12,63 73 57 79 39 23 11 70 19 5 4 28 58 94 38 31 78 93,75 8 29 66 71 10 64 82 12 77 87 32 24 74 47 51 34 100 48 1 56 46 72
0,0,7,1246180.0,0.1,3,4,14,18,194.6,210.89999999999998,1,1,1,2,1,0,0,32,4,0.125,273.5,132.0,405.49999999999994,30.899999999999988,0.07620221948212082,254.4,120.2,374.59999999999997,0.9237977805178792,0,4,25 9 55 14 54 76 92 40 42 65 52 3 60 26,2 68 37 17 43 44 35 98 81 16 69 7 41 99 95 97 30 84
0,0,7,1246180.0,0.1,3,5,14,7,194.6,62.099999999999994,1,0,0,2,1,0,0,21,4,0.19047619047619047,175.7,81.0,256.7,37.89999999999999,0.1476431632255551,153.3,65.5,218.8,0.852356836774445,0,8,25 9 55 14 54 76 92 40 42 65 52 3 60 26,61 21 36 45 27 88 18
0,0,7,1246180.0,0.1,3,6,14,23,194.6,227.40000000000003,1,1,1,2,1,0,0,37,2,0.05405405405405406,285.6,136.4,421.9999999999999,8.300000000000011,0.019668246445497663,280.9,132.8,413.6999999999999,0.9803317535545023,0,6,25 9 55 14 54 76 92 40 42 65 52 3 60 26,75 8 29 66 71 10 64 82 12 77 87 32 24 74 47 51 34 100 48 1 56 46 72
0,0,7,1246180.0,0.1,4,5,18,7,210.89999999999998,62.099999999999994,1,0,0,2,1,0,0,25,6,0.24,172.6,100.4,273.0,33.79999999999999,0.12380952380952377,151.5,87.7,239.20000000000002,0.8761904761904763,0,8,2 68 37 17 43 44 35 98 81 16 69 7 41 99 95 97 30 84,61 21 36 45 27 88 18
0,0,7,1246180.0,0.1,4,6,18,23,210.89999999999998,227.40000000000003,1,1,1,2,1,0,0,41,6,0.14634146341463414,282.5,155.8,438.29999999999995,51.099999999999994,0.11658681268537531,250.1,137.1,387.19999999999993,0.8834131873146246,0,17,2 68 37 17 43 44 35 98 81 16 69 7 41 99 95 97 30 84,75 8 29 66 71 10 64 82 12 77 87 32 24 74 47 51 34 100 48 1 56 46 72
0,0,7,1246180.0,0.1,5,6,7,23,62.099999999999994,227.40000000000003,0,1,0,2,1,0,0,30,6,0.2,184.7,104.8,289.5,50.8,0.17547495682210706,154.4,84.3,238.7,0.8245250431778929,0,16,61 21 36 45 27 88 18,75 8 29 66 71 10 64 82 12 77 87 32 24 74 47 51 34 100 48 1 56 46 72
1,0,8,1270239.0,0.1,0,1,14,8,194.6,69.0,1,0,0,1,0,1,0,22,6,0.2727272727272727,179.2,84.4,263.6,56.3,0.21358118361153258,145.9,61.4,207.3,0.7864188163884673,1,8,26 60 3 52 65 42 40 92 76 54 14 55 9 25,18 17 43 30 27 45 36 21
1,0,8,1270239.0,0.1,0,2,14,16,194.6,193.10000000000002,1,1,1,2,1,0,0,30,4,0.13333333333333333,263.0,124.7,387.7,55.60000000000001,0.14340985297910758,228.9,103.2,332.09999999999997,0.8565901470208924,0,8,26 60 3 52 65 42 40 92 76 54 14 55 9 25,88 84 97 44 95 99 41 69 7 16 81 98 35 68 37 2
1,0,8,1270239.0,0.1,0,3,14,5,194.6,45.1,1,0,0,2,1,0,0,19,3,0.15789473684210525,171.6,68.1,239.7,29.6,0.12348769294952025,150.8,59.3,210.1,0.8765123070504798,0,4,26 60 3 52 65 42 40 92 76 54 14 55 9 25,50 90 33 91 15
1,0,8,1270239.0,0.1,0,4,14,5,194.6,56.7,1,0,0,1,0,1,0,19,5,0.2631578947368421,176.3,75.0,251.3,56.7,0.22562674094707522,138.3,56.3,194.60000000000002,0.7743732590529249,1,8,26 60 3 52 65 42 40 92 76 54 14 55 9 25,13 20 49 61 89
1,0,8,1270239.0,0.1,0,5,14,11,194.6,127.60000000000001,1,1,1,2,1,0,0,25,1,0.04,219.4,102.8,322.2,2.799999999999997,0.008690254500310357,217.8,101.6,319.4,0.9913097454996896,0,2,26 60 3 52 65 42 40 92 76 54 14 55 9 25,85 59 96 80 86 6 83 53 22 67 62
1,0,8,1270239.0,0.1,0,6,14,23,194.6,227.4,1,1,1,2,1,0,0,37,2,0.05405405405405406,285.6,136.4,422.0,8.3,0.019668246445497632,280.9,132.8,413.7,0.9803317535545023,0,10,26 60 3 52 65 42 40 92 76 54 14 55 9 25,72 46 56 1 51 34 100 48 47 74 24 32 87 77 12 82 64 10 71 66 29 8 75
1,0,8,1270239.0,0.1,0,7,14,18,194.6,225.39999999999998,1,1,1,2,1,0,0,32,1,0.03125,287.7,132.3,420.0,3.5999999999999943,0.008571428571428558,285.5,130.9,416.4,0.9914285714285713,0,2,26 60 3 52 65 42 40 92 76 54 14 55 9 25,63 73 57 79 39 23 11 70 19 5 38 4 28 58 94 31 78 93
1,0,8,1270239.0,0.1,1,2,8,16,69.0,193.10000000000002,0,1,0,1,0,1,0,24,5,0.20833333333333334,165.6,96.5,262.1,37.10000000000001,0.14154902708889738,141.9,83.1,225.0,0.8584509729111025,1,8,18 17 43 30 27 45 36 21,88 84 97 44 95 99 41 69 7 16 81 98 35 68 37 2
1,0,8,1270239.0,0.1,1,3,8,5,69.0,45.1,0,0,0,1,0,1,0,13,7,0.5384615384615384,74.2,39.9,114.1,59.0,0.5170902716914987,39.2,15.9,55.099999999999994,0.48290972830850126,1,1,18 17 43 30 27 45 36 21,50 90 33 91 15
1,0,8,1270239.0,0.1,1,4,8,5,69.0,56.7,0,0,0,1,0,1,0,13,8,0.6153846153846154,78.9,46.8,125.69999999999999,87.19999999999999,0.6937151949085123,22.8,15.7,38.5,0.3062848050914877,1,1,18 17 43 30 27 45 36 21,13 20 49 61 89
1,0,8,1270239.0,0.1,1,5,8,11,69.0,127.60000000000001,0,1,0,1,0,1,0,19,8,0.42105263157894735,122.0,74.6,196.60000000000002,76.89999999999999,0.3911495422177008,77.2,42.5,119.70000000000003,0.6088504577822992,1,1,18 17 43 30 27 45 36 21,85 59 96 80 86 6 83 53 22 67 62
1,0,8,1270239.0,0.1,1,6,8,23,69.0,227.4,0,1,0,1,0,1,0,31,9,0.2903225806451613,188.2,108.2,296.40000000000003,71.4,0.2408906882591093,145.9,79.1,225.00000000000003,0.7591093117408907,1,24,18 17 43 30 27 45 36 21,72 46 56 1 51 34 100 48 47 74 24 32 87 77 12 82 64 10 71 66 29 8 75
1,0,8,1270239.0,0.1,1,7,8,18,69.0,225.39999999999998,0,1,0,1,0,1,0,26,7,0.2692307692307692,190.3,104.1,294.4,75.1,0.25509510869565216,145.5,73.8,219.29999999999998,0.7449048913043478,1,16,18 17 43 30 27 45 36 21,63 73 57 79 39 23 11 70 19 5 38 4 28 58 94 31 78 93
1,0,8,1270239.0,0.1,2,3,16,5,193.10000000000002,45.1,1,0,0,1,0,1,0,21,5,0.23809523809523808,158.0,80.2,238.20000000000002,57.60000000000001,0.24181360201511337,122.9,57.7,180.60000000000002,0.7581863979848867,1,8,88 84 97 44 95 99 41 69 7 16 81 98 35 68 37 2,50 90 33 91 15
1,0,8,1270239.0,0.1,2,4,16,5,193.10000000000002,56.7,1,0,0,1,0,1,0,21,7,0.3333333333333333,162.7,87.1,249.80000000000007,84.70000000000002,0.3390712570056045,109.3,55.8,165.10000000000005,0.6609287429943955,1,32,88 84 97 44 95 99 41 69 7 16 81 98 35 68 37 2,13 20 49 61 89
1,0,8,1270239.0,0.1,2,5,16,11,193.10000000000002,127.60000000000001,1,1,1,2,1,0,0,27,6,0.2222222222222222,205.8,114.9,320.70000000000005,76.2,0.2376052385406922,160.2,84.3,244.50000000000006,0.7623947614593078,0,16,88 84 97 44 95 99 41 69 7 16 81 98 35 68 37 2,85 59 96 80 86 6 83 53 22 67 62
1,0,8,1270239.0,0.1,2,6,16,23,193.10000000000002,227.4,1,1,1,2,1,0,0,39,6,0.15384615384615385,272.0,148.5,420.5,71.10000000000001,0.1690844233055886,227.7,121.7,349.4,0.8309155766944114,0,24,88 84 97 44 95 99 41 69 7 16 81 98 35 68 37 2,72 46 56 1 51 34 100 48 47 74 24 32 87 77 12 82 64 10 71 66 29 8 75
1,0,8,1270239.0,0.1,2,7,16,18,193.10000000000002,225.39999999999998,1,1,1,2,1,0,0,34,5,0.14705882352941177,274.1,144.4,418.5,74.2,0.177299880525687,228.9,115.4,344.3,0.8227001194743131,0,16,88 84 97 44 95 99 41 69 7 16 81 98 35 68 37 2,63 73 57 79 39 23 11 70 19 5 38 4 28 58 94 31 78 93
1,0,8,1270239.0,0.1,3,4,5,5,45.1,56.7,0,0,0,1,0,1,0,10,6,0.6,71.3,30.5,101.80000000000001,61.900000000000006,0.6080550098231827,29.8,10.1,39.900000000000006,0.3919449901768173,1,1,50 90 33 91 15,13 20 49 61 89
1,0,8,1270239.0,0.1,3,5,5,11,45.1,127.60000000000001,0,1,0,1,0,1,0,16,4,0.25,114.4,58.3,172.7,50.8,0.294151708164447,81.5,40.4,121.89999999999999,0.705848291835553,1,1,50 90 33 91 15,85 59 96 80 86 6 83 53 22 67 62
1,0,8,1270239.0,0.1,3,6,5,23,45.1,227.4,0,1,0,2,1,0,0,28,4,0.14285714285714285,180.6,91.9,272.50000000000006,35.8,0.1313761467889908,156.2,80.5,236.70000000000005,0.8686238532110092,0,12,50 90 33 91 15,72 46 56 1 51 34 100 48 47 74 24 32 87 77 12 82 64 10 71 66 29 8 75
1,0,8,1270239.0,0.1,3,7,5,18,45.1,225.39999999999998,0,1,0,1,0,1,0,23,4,0.17391304347826086,182.7,87.8,270.5,49.599999999999994,0.18336414048059146,149.4,71.5,220.9,0.8166358595194085,1,8,50 90 33 91 15,63 73 57 79 39 23 11 70 19 5 38 4 28 58 94 31 78 93
1,0,8,1270239.0,0.1,4,5,5,11,56.7,127.60000000000001,0,1,0,1,0,1,0,16,7,0.4375,119.1,65.2,184.3,80.0,0.43407487791644056,67.9,36.4,104.30000000000001,0.5659251220835595,1,1,13 20 49 61 89,85 59 96 80 86 6 83 53 22 67 62
1,0,8,1270239.0,0.1,4,6,5,23,56.7,227.4,0,1,0,1,0,1,0,28,7,0.25,185.3,98.8,284.1,65.0,0.22879267863428368,142.6,76.5,219.10000000000002,0.7712073213657163,1,16,13 20 49 61 89,72 46 56 1 51 34 100 48 47 74 24 32 87 77 12 82 64 10 71 66 29 8 75
