plan_id,seed,split_level,K,distance,delta_frac,lost_route_idx,lost_route_len,lost_route_cost,lost_workload,fully_absorbable,extra_units,max_absorbed_customers,absorbed_customer_frac,max_absorbed_workload,absorbed_workload_frac,min_full_absorption_delta,feasible_block_insertions,lost_route
2,0,2,8,1474722.0,0.05,4,16,269371.0,225.60000000000002,0,1,2,0.125,23.5,0.10416666666666666,,3,33 89 69 93 74 31 25 63 67 87 83 78 18 88 90 54
2,0,2,8,1474722.0,0.05,5,15,148538.0,217.09999999999997,0,1,4,0.26666666666666666,43.9,0.20221096269000463,,10,80 8 20 29 32 91 42 75 85 59 55 60 48 1 16
2,0,2,8,1474722.0,0.05,6,16,216967.0,200.8,0,1,2,0.125,18.4,0.09163346613545816,,8,40 77 10 81 13 99 44 95 73 47 84 12 23 61 43 7
2,0,2,8,1474722.0,0.05,7,14,199055.0,160.09999999999997,0,1,3,0.21428571428571427,33.9,0.21174266083697693,,8,72 57 71 53 92 98 11 52 37 5 30 65 94 86
2,0,2,8,1474722.0,0.1,0,1,50934.0,11.100000000000001,1,0,1,1.0,11.100000000000001,1.0,0.0,2,96
2,0,2,8,1474722.0,0.1,1,20,254708.0,185.8,0,1,2,0.1,15.4,0.08288482238966631,,12,4 22 36 28 38 34 6 45 97 14 9 27 56 50 58 62 21 66 15 3
2,0,2,8,1474722.0,0.1,2,1,54696.0,2.7,1,0,1,1.0,2.7,1.0,2905.0,2,19
2,0,2,8,1474722.0,0.1,3,17,280453.0,212.1,0,1,0,0.0,0.0,0.0,,0,76 26 46 17 68 64 39 24 100 49 82 41 51 79 35 70 2
2,0,2,8,1474722.0,0.1,4,16,269371.0,225.60000000000002,0,1,3,0.1875,48.699999999999996,0.2158687943262411,,7,33 89 69 93 74 31 25 63 67 87 83 78 18 88 90 54
2,0,2,8,1474722.0,0.1,5,15,148538.0,217.09999999999997,0,1,7,0.4666666666666667,101.5,0.4675264854905574,,27,80 8 20 29 32 91 42 75 85 59 55 60 48 1 16
2,0,2,8,1474722.0,0.1,6,16,216967.0,200.8,0,1,3,0.1875,21.700000000000003,0.10806772908366534,,16,40 77 10 81 13 99 44 95 73 47 84 12 23 61 43 7
2,0,2,8,1474722.0,0.1,7,14,199055.0,160.09999999999997,0,1,6,0.42857142857142855,50.0,0.31230480949406625,,20,72 57 71 53 92 98 11 52 37 5 30 65 94 86
2,0,2,8,1474722.0,0.2,0,1,50934.0,11.100000000000001,1,0,1,1.0,11.100000000000001,1.0,0.0,3,96
2,0,2,8,1474722.0,0.2,1,20,254708.0,185.8,0,1,6,0.3,36.4,0.1959095801937567,,27,4 22 36 28 38 34 6 45 97 14 9 27 56 50 58 62 21 66 15 3
2,0,2,8,1474722.0,0.2,2,1,54696.0,2.7,1,0,1,1.0,2.7,1.0,2905.0,4,19
2,0,2,8,1474722.0,0.2,3,17,280453.0,212.1,0,1,4,0.23529411764705882,35.8,0.16878830740216877,,15,76 26 46 17 68 64 39 24 100 49 82 41 51 79 35 70 2
2,0,2,8,1474722.0,0.2,4,16,269371.0,225.60000000000002,0,1,7,0.4375,105.1,0.46586879432624106,,24,33 89 69 93 74 31 25 63 67 87 83 78 18 88 90 54
2,0,2,8,1474722.0,0.2,5,15,148538.0,217.09999999999997,0,1,10,0.6666666666666666,149.1,0.6867802855826809,,64,80 8 20 29 32 91 42 75 85 59 55 60 48 1 16
2,0,2,8,1474722.0,0.2,6,16,216967.0,200.8,0,1,6,0.375,56.599999999999994,0.28187250996015933,,30,40 77 10 81 13 99 44 95 73 47 84 12 23 61 43 7
2,0,2,8,1474722.0,0.2,7,14,199055.0,160.09999999999997,0,1,7,0.5,65.4,0.40849469081823875,,34,72 57 71 53 92 98 11 52 37 5 30 65 94 86
2,0,2,8,1474722.0,0.4,0,1,50934.0,11.100000000000001,1,0,1,1.0,11.100000000000001,1.0,0.0,4,96
2,0,2,8,1474722.0,0.4,1,20,254708.0,185.8,0,1,9,0.45,74.7,0.40204520990312165,,63,4 22 36 28 38 34 6 45 97 14 9 27 56 50 58 62 21 66 15 3
2,0,2,8,1474722.0,0.4,2,1,54696.0,2.7,1,0,1,1.0,2.7,1.0,2905.0,6,19
2,0,2,8,1474722.0,0.4,3,17,280453.0,212.1,0,1,7,0.4117647058823529,93.9,0.44271570014144274,,50,76 26 46 17 68 64 39 24 100 49 82 41 51 79 35 70 2
2,0,2,8,1474722.0,0.4,4,16,269371.0,225.60000000000002,0,1,10,0.625,129.9,0.5757978723404255,,83,33 89 69 93 74 31 25 63 67 87 83 78 18 88 90 54
2,0,2,8,1474722.0,0.4,5,15,148538.0,217.09999999999997,1,0,15,1.0,217.09999999999997,1.0,180632.0,130,80 8 20 29 32 91 42 75 85 59 55 60 48 1 16
2,0,2,8,1474722.0,0.4,6,16,216967.0,200.8,0,1,10,0.625,121.50000000000001,0.6050796812749004,,66,40 77 10 81 13 99 44 95 73 47 84 12 23 61 43 7
2,0,2,8,1474722.0,0.4,7,14,199055.0,160.09999999999997,0,1,8,0.5714285714285714,72.5,0.4528419737663961,,45,72 57 71 53 92 98 11 52 37 5 30 65 94 86
3,1,0,6,1368718.0,0.05,0,21,301836.0,203.49999999999997,0,1,0,0.0,0.0,0.0,,0,99 44 95 47 73 38 6 34 28 45 97 14 9 27 56 50 58 62 21 66 19
3,1,0,6,1368718.0,0.05,1,13,251669.0,178.6,0,1,1,0.07692307692307693,15.0,0.083986562150056,,2,76 39 24 100 49 82 41 51 79 35 70 2 72
3,1,0,6,1368718.0,0.05,2,16,269371.0,225.60000000000002,0,1,1,0.0625,11.899999999999999,0.052748226950354596,,2,33 89 69 93 74 31 25 63 67 87 83 78 18 88 90 54
3,1,0,6,1368718.0,0.05,3,16,171344.0,195.0,0,1,4,0.25,23.200000000000003,0.11897435897435898,,9,80 20 8 64 68 17 46 26 13 81 10 23 61 43 7 96
3,1,0,6,1368718.0,0.05,4,17,153148.0,194.6,0,1,3,0.17647058823529413,19.5,0.10020554984583761,,7,40 77 12 84 36 22 4 15 3 60 48 55 59 1 85 75 42
3,1,0,6,1368718.0,0.05,5,17,221350.0,218.0,0,1,2,0.11764705882352941,18.9,0.08669724770642201,,6,16 91 57 71 53 92 98 11 52 37 5 30 29 65 32 94 86
3,1,0,6,1368718.0,0.1,0,21,301836.0,203.49999999999997,0,1,1,0.047619047619047616,2.7,0.013267813267813271,,2,99 44 95 47 73 38 6 34 28 45 97 14 9 27 56 50 58 62 21 66 19
3,1,0,6,1368718.0,0.1,1,13,251669.0,178.6,0,1,2,0.15384615384615385,28.8,0.1612541993281075,,3,76 39 24 100 49 82 41 51 79 35 70 2 72
3,1,0,6,1368718.0,0.1,2,16,269371.0,225.60000000000002,0,1,3,0.1875,27.499999999999996,0.12189716312056735,,7,33 89 69 93 74 31 25 63 67 87 83 78 18 88 90 54
3,1,0,6,1368718.0,0.1,3,16,171344.0,195.0,0,1,7,0.4375,59.5,0.30512820512820515,,23,80 20 8 64 68 17 46 26 13 81 10 23 61 43 7 96
3,1,0,6,1368718.0,0.1,4,17,153148.0,194.6,0,1,5,0.29411764705882354,37.0,0.19013360739979446,,21,40 77 12 84 36 22 4 15 3 60 48 55 59 1 85 75 42
3,1,0,6,1368718.0,0.1,5,17,221350.0,218.0,0,1,8,0.47058823529411764,66.89999999999999,0.3068807339449541,,40,16 91 57 71 53 92 98 11 52 37 5 30 29 65 32 94 86
