Instance,Plan,N_cust,K_routes,Travel_km,Fixed_cost,none_rec,none_TBC,none_S,none_HO,none_fail,v1_end_rec,v1_end_TBC,v1_end_S,v1_end_HO,v1_end_fail,v1_end_saving,v1_end_gap,v1_myo_rec,v1_myo_TBC,v1_myo_S,v1_myo_HO,v1_myo_fail,v1_myo_saving,v1_myo_gap,fb_tau_rec,fb_tau_TBC,fb_tau_S,fb_tau_HO,fb_tau_fail,fb_tau_saving,fb_tau_gap,pi1_rec,pi1_TBC,pi1_S,pi1_HO,pi1_fail,pi1_saving,pi1_gap,pi2_rec,pi2_TBC,pi2_S,pi2_HO,pi2_fail,pi2_saving,pi2_gap,pi3_rec,pi3_TBC,pi3_S,pi3_HO,pi3_fail,pi3_saving,pi3_gap,rollout_rec,rollout_TBC,rollout_S,rollout_HO,rollout_fail,rollout_saving,rollout_gap,restock_rec,restock_TBC,restock_S,restock_HO,restock_fail,restock_saving,restock_gap,v2_lsm_rec,v2_lsm_TBC,v2_lsm_S,v2_lsm_HO,v2_lsm_fail,v2_lsm_saving,v2_lsm_gap,v2_act_rec,v2_act_TBC,v2_act_S,v2_act_HO,v2_act_fail,v2_act_saving,v2_act_gap,dp_n_rec,dp_n_TBC,dp_n_S,dp_n_HO,dp_n_fail,dp_n_saving,dp_n_gap,dp_xl_rec,dp_xl_TBC,dp_xl_S,dp_xl_HO,dp_xl_fail,dp_xl_saving,dp_xl_gap,oracle_rec,oracle_TBC,oracle_S,oracle_HO,oracle_fail,oracle_saving,solve_s,eval_s
CON3-5,Det,50,4,593.84,199.38,156.73,356.12,0,0.0,0.3692,102.27,301.65,3,0.3884,0.0939,34.75,30.98,107.39,306.78,3,0.4536,0.0826,31.48,37.48,102.74,302.12,3,0.3661,0.1034,34.45,31.58,110.48,309.87,3,0.4005,0.11,29.51,41.39,108.49,307.87,3,0.4129,0.1024,30.78,38.87,136.48,335.87,1,0.1263,0.2689,12.92,74.34,106.1,305.48,3,0.4433,0.0836,32.31,35.84,153.79,353.17,1,0.0312,0.3499,1.88,96.27,102.13,301.51,3,0.3536,0.1068,34.84,30.8,101.43,300.82,3,0.3625,0.1011,35.28,29.93,103.05,302.43,3,0.3684,0.104,34.25,31.97,101.69,301.08,3,0.3577,0.1048,35.12,30.26,77.82,277.2,3,0.2945,0.0748,50.35,0.0,1.4
CON3-5,SAA,50,5,630.37,238.04,7.74,245.78,0,0.0,0.0251,4.92,242.96,1,0.0282,0.0033,36.4,41.26,7.61,245.65,2,0.0495,0.0009,1.6,97.42,4.99,243.03,1,0.0276,0.0038,35.5,42.71,5.77,243.8,1,0.0259,0.0082,25.47,58.89,5.38,243.42,1,0.0146,0.0122,30.5,50.77,5.93,243.97,1,0.0156,0.013,23.32,62.36,6.42,244.46,2,0.0419,0.0016,17.04,72.5,4.2,242.23,2,0.0352,0.0067,45.76,26.14,4.2,242.24,1,0.024,0.0039,45.74,26.17,2.56,240.6,0,0.0,0.0025,66.88,-7.94,5.35,243.39,1,0.0307,0.0042,30.82,50.26,3.96,242.0,1,0.0272,0.0021,48.8,21.25,2.94,240.98,1,0.0251,0.0,61.96,0.0,1.5
CON3-6,Det,50,4,515.59,191.56,113.1,304.65,0,0.0,0.2785,68.5,260.05,3,0.2791,0.0525,39.43,27.01,79.47,271.03,3,0.3985,0.0335,29.73,44.97,68.24,259.8,3,0.2843,0.0497,39.66,26.59,71.61,263.17,3,0.318,0.0509,36.68,32.11,83.27,274.83,2,0.2329,0.112,26.37,51.19,104.19,295.75,1,0.0616,0.2311,7.87,85.43,73.74,265.3,3,0.3578,0.037,34.79,35.6,108.9,300.46,1,0.0536,0.2456,3.71,93.14,65.07,256.63,3,0.2697,0.0521,42.47,21.4,65.08,256.64,3,0.2699,0.0521,42.45,21.43,65.52,257.08,3,0.278,0.0489,42.07,22.14,64.55,256.11,3,0.273,0.049,42.92,20.56,51.99,243.55,3,0.2466,0.0319,54.03,0.0,1.4
CON3-6,SAA,50,5,562.39,231.24,7.66,238.9,0,0.0,0.0245,4.98,236.21,1,0.0255,0.0039,35.02,42.9,6.73,237.97,2,0.041,0.0007,12.06,80.33,4.81,236.05,1,0.0229,0.0049,37.22,39.32,5.45,236.69,1,0.0183,0.01,28.76,53.11,5.26,236.5,1,0.0177,0.0095,31.28,49.0,6.31,237.54,0,0.01,0.016,17.65,71.23,5.69,236.93,1,0.0361,0.0008,25.64,58.19,3.91,235.15,2,0.039,0.0048,48.9,20.27,4.34,235.58,1,0.0246,0.0041,43.29,29.41,3.09,234.33,0,0.0,0.0044,59.69,2.68,5.31,236.55,1,0.0303,0.0041,30.6,50.11,4.12,235.36,1,0.0266,0.0026,46.2,24.68,2.96,234.2,1,0.0245,0.0,61.33,0.0,1.4
CON3-7,Det,50,4,586.71,198.67,121.35,320.02,0,0.0,0.3176,65.56,264.23,3,0.3049,0.0506,45.97,27.41,78.02,276.69,3,0.468,0.0097,35.71,43.61,64.04,262.71,3,0.3136,0.0435,47.23,25.42,68.14,266.81,3,0.368,0.0311,43.85,30.75,79.64,278.31,3,0.2909,0.0973,34.37,45.72,96.06,294.73,1,0.1453,0.189,20.84,67.09,72.55,271.22,3,0.43,0.0129,40.22,36.49,121.78,320.45,0,0.0034,0.3151,-0.35,100.56,59.78,258.45,3,0.3257,0.0336,50.74,19.88,59.68,258.35,3,0.3237,0.0335,50.82,19.75,60.12,258.79,3,0.3326,0.0314,50.46,20.32,59.57,258.25,3,0.3335,0.0297,50.91,19.61,44.5,243.17,3,0.3119,0.0057,63.33,0.0,1.4
CON3-7,SAA,50,5,635.3,238.53,7.3,245.83,0,0.0,0.0232,4.65,243.18,1,0.0223,0.005,36.24,41.03,7.63,246.16,2,0.0468,0.0005,-4.5,107.32,4.67,243.2,1,0.0222,0.0051,36.01,41.4,4.75,243.28,1,0.0258,0.0045,34.94,43.14,5.27,243.8,1,0.0126,0.0118,27.75,54.85,5.87,244.4,0,0.0106,0.0139,19.56,68.16,5.22,243.75,1,0.0339,0.0006,28.47,53.67,3.0,241.53,1,0.029,0.0031,58.95,4.07,4.06,242.59,1,0.0239,0.0036,44.34,27.85,2.56,241.09,0,0.0,0.0028,64.92,-5.66,5.12,243.65,1,0.0318,0.0026,29.84,51.45,3.65,242.18,1,0.0249,0.0016,50.0,18.62,2.81,241.34,1,0.0232,0.0,61.45,0.0,1.6
CON3-8,Det,50,4,523.05,192.3,100.06,292.36,0,0.0,0.2437,52.95,245.26,2,0.2424,0.0394,47.08,20.99,59.15,251.45,2,0.3281,0.018,40.89,31.39,53.86,246.17,2,0.2169,0.0509,46.17,22.53,55.39,247.69,2,0.2736,0.0315,44.64,25.09,65.51,257.82,2,0.1976,0.0834,34.52,42.06,77.38,269.69,1,0.1277,0.1315,22.66,61.97,55.98,248.28,2,0.3035,0.0196,44.05,26.07,97.06,289.36,1,0.04,0.22,3.0,94.97,50.98,243.28,2,0.2477,0.0312,49.05,17.68,50.46,242.77,2,0.238,0.0309,49.56,16.83,51.08,243.39,2,0.2516,0.0306,48.95,17.86,50.57,242.87,2,0.2494,0.0296,49.46,17.0,40.43,232.74,2,0.2277,0.016,59.59,0.0,1.4
CON3-8,SAA,50,5,624.76,237.48,9.6,247.07,0,0.0,0.0311,5.38,242.86,1,0.0303,0.0038,43.9,28.71,10.51,247.99,2,0.0623,0.0004,-9.56,115.53,5.38,242.86,1,0.0303,0.0038,43.9,28.71,6.5,243.97,1,0.0295,0.0095,32.29,47.57,6.91,244.39,1,0.0247,0.0125,27.94,54.62,6.71,244.19,1,0.0194,0.014,30.07,51.18,7.46,244.93,2,0.0478,0.0005,22.3,63.78,4.38,241.86,2,0.0465,0.0045,54.32,11.79,5.02,242.49,1,0.0312,0.0039,47.74,22.48,3.42,240.89,0,0.0,0.0036,64.38,-4.55,6.1,243.58,2,0.0417,0.0023,36.42,40.85,4.59,242.06,1,0.033,0.0019,52.18,15.27,3.69,241.16,1,0.0311,0.0,61.58,0.0,1.5
CON3-9,Det,50,4,590.64,199.06,63.39,262.46,0,0.0,0.1975,36.22,235.29,3,0.1992,0.0304,42.86,32.42,47.22,246.28,3,0.317,0.0032,25.52,59.76,35.26,234.32,3,0.1941,0.0284,44.38,30.02,45.05,244.12,3,0.2736,0.0266,28.93,54.38,38.3,237.36,3,0.1896,0.0439,39.58,37.58,48.82,247.89,2,0.114,0.0986,22.98,63.76,42.43,241.49,3,0.2824,0.0065,33.07,47.85,49.96,249.03,2,0.1673,0.1035,21.19,66.59,32.54,231.61,3,0.201,0.0226,48.67,23.26,32.41,231.47,3,0.1979,0.0226,48.87,22.93,33.43,232.49,3,0.2043,0.023,47.27,25.46,32.28,231.34,3,0.2079,0.0186,49.09,22.59,23.19,222.26,3,0.1975,0.0,63.41,0.0,1.5
CON3-9,SAA,50,5,653.43,240.34,8.12,248.46,0,0.0,0.0291,4.71,245.05,1,0.0299,0.0039,42.03,32.65,10.39,250.74,2,0.0743,0.0004,-27.96,144.8,4.71,245.05,1,0.0299,0.0039,42.03,32.65,5.35,245.69,1,0.0288,0.0081,34.14,45.29,5.11,245.46,1,0.0223,0.0097,37.03,40.67,5.58,245.92,1,0.0207,0.0116,31.32,49.82,7.49,247.83,2,0.0555,0.0006,7.78,87.53,2.86,243.2,2,0.0531,0.0016,64.82,-3.86,4.4,244.75,1,0.0297,0.0041,45.79,26.62,2.61,242.95,0,0.0,0.0031,67.88,-8.76,5.36,245.7,2,0.0367,0.005,34.05,45.44,4.12,244.46,1,0.0308,0.0026,49.27,21.05,3.05,243.4,1,0.0291,0.0,62.41,0.0,1.4
CON8-1,Det,50,9,740.93,389.09,274.04,663.13,0,0.0,0.4478,197.62,586.71,7,0.3978,0.1691,27.89,40.03,205.35,594.44,7,0.4769,0.1462,25.07,46.09,196.71,585.8,7,0.3923,0.1699,28.22,39.31,211.83,600.92,7,0.3999,0.1942,22.7,51.18,220.81,609.9,5,0.2608,0.2587,19.42,58.22,217.48,606.57,5,0.2593,0.2566,20.64,55.61,199.65,588.74,7,0.4394,0.1543,27.15,41.62,258.34,647.43,2,0.0866,0.3978,5.73,87.68,194.82,583.92,7,0.3914,0.1694,28.91,37.83,192.59,581.68,6,0.3502,0.1731,29.72,36.08,196.29,585.38,7,0.3954,0.1696,28.37,38.98,194.31,583.41,7,0.3866,0.1697,29.09,37.43,146.62,535.71,7,0.3309,0.1169,46.5,0.0,1.4
CON8-1,SAA,50,14,963.63,586.36,25.63,612.0,0,0.0,0.0321,19.55,605.92,3,0.0288,0.0126,23.72,60.26,21.91,608.27,4,0.0434,0.0087,14.53,75.65,19.54,605.91,3,0.0287,0.0126,23.76,60.19,20.97,607.33,3,0.0272,0.0151,18.2,69.5,20.47,606.83,2,0.0197,0.0178,20.15,66.24,20.93,607.29,2,0.0197,0.0182,18.35,69.26,20.46,606.82,4,0.0371,0.0099,20.19,66.17,15.28,601.64,4,0.0455,0.012,40.39,32.31,18.76,605.12,3,0.0318,0.0109,26.82,55.06,13.43,599.8,0,0.0028,0.0077,47.6,20.24,19.73,606.1,3,0.0288,0.0132,23.02,61.43,18.77,605.13,3,0.0304,0.0114,26.77,55.14,10.34,596.7,3,0.0316,0.0005,59.68,0.0,1.3
CON8-0,Det,50,9,871.84,402.18,278.0,680.18,0,0.0,0.4487,194.94,597.12,7,0.4153,0.1439,29.88,37.61,207.63,609.82,8,0.4993,0.124,25.31,47.15,193.81,595.99,7,0.3892,0.1527,30.29,36.76,211.35,613.54,8,0.4834,0.1467,23.97,49.94,215.75,617.94,7,0.3404,0.2113,22.39,53.25,228.91,631.09,4,0.2224,0.2743,17.66,63.13,199.26,601.44,8,0.4632,0.1288,28.32,40.86,267.85,670.04,3,0.1076,0.4037,3.65,92.38,191.78,593.97,7,0.4162,0.1411,31.01,35.24,189.34,591.53,7,0.3757,0.1421,31.89,33.41,194.09,596.27,8,0.4313,0.1384,30.18,36.97,191.31,593.49,7,0.4012,0.1464,31.18,34.89,144.86,547.05,8,0.3548,0.0938,47.89,0.0,1.5
CON8-0,SAA,50,15,1164.19,641.42,18.02,659.44,0,0.0,0.0208,14.85,656.27,2,0.0183,0.0095,17.57,70.63,16.4,657.82,3,0.0247,0.0082,8.97,85.01,14.77,656.19,2,0.0186,0.0092,18.04,69.84,15.18,656.6,2,0.0159,0.0109,15.75,73.67,14.78,656.2,2,0.0157,0.0107,17.98,69.93,15.31,656.73,1,0.0099,0.0135,15.04,74.85,15.62,657.04,2,0.0221,0.0086,13.3,77.76,11.83,653.25,2,0.0251,0.0096,34.32,42.62,14.36,655.78,2,0.0181,0.0092,20.31,66.04,10.97,652.39,0,0.0023,0.0072,39.12,34.59,15.16,656.58,2,0.0181,0.0102,15.87,73.47,14.32,655.74,2,0.0165,0.0098,20.53,65.68,7.24,648.66,2,0.0208,0.0,59.81,0.0,1.3
