Dataset,Instance,scenario,monitor,n_days,false_rate,detect_rate
Dethloff,CON3-2,demand_severe,flat,15,0.0,0.3333333333333333
Dethloff,CON3-2,demand_severe,tilt,15,0.0,0.0
Dethloff,CON3-2,demand_severe,tilt_adapt,15,0.0,0.4666666666666667
Dethloff,CON3-2,demand_severe,tempo2,15,0.0,0.8
Dethloff,CON3-2,demand_ramp,flat,15,0.06666666666666667,0.13333333333333333
Dethloff,CON3-2,demand_ramp,tilt,15,0.06666666666666667,0.06666666666666667
Dethloff,CON3-2,demand_ramp,tilt_adapt,15,0.06666666666666667,0.2
Dethloff,CON3-2,demand_ramp,tempo2,15,0.06666666666666667,0.4
Dethloff,CON3-2,dwell_mild,flat,15,0.0,0.26666666666666666
Dethloff,CON3-2,dwell_mild,tilt,15,0.0,0.4
Dethloff,CON3-2,dwell_mild,tilt_adapt,15,0.0,0.9333333333333333
Dethloff,CON3-2,dwell_mild,tempo2,15,0.0,1.0
Dethloff,CON3-2,rush_crush,flat,15,0.0,1.0
Dethloff,CON3-2,rush_crush,tilt,15,0.0,1.0
Dethloff,CON3-2,rush_crush,tilt_adapt,15,0.0,1.0
Dethloff,CON3-2,rush_crush,tempo2,15,0.0,1.0
Dethloff,CON3-3,null,flat,15,0.0,
Dethloff,CON3-3,null,tilt,15,0.06666666666666667,
Dethloff,CON3-3,null,tilt_adapt,15,0.06666666666666667,
Dethloff,CON3-3,null,tempo2,15,0.0,
Dethloff,CON3-3,traffic_mild,flat,15,0.0,0.06666666666666667
Dethloff,CON3-3,traffic_mild,tilt,15,0.0,0.13333333333333333
Dethloff,CON3-3,traffic_mild,tilt_adapt,15,0.0,0.6
Dethloff,CON3-3,traffic_mild,tempo2,15,0.0,0.7333333333333333
Dethloff,CON3-3,traffic_late,flat,15,0.0,1.0
Dethloff,CON3-3,traffic_late,tilt,15,0.0,1.0
Dethloff,CON3-3,traffic_late,tilt_adapt,15,0.0,1.0
Dethloff,CON3-3,traffic_late,tempo2,15,0.0,1.0
Dethloff,CON3-3,demand_mild,flat,15,0.0,0.0
Dethloff,CON3-3,demand_mild,tilt,15,0.0,0.0
Dethloff,CON3-3,demand_mild,tilt_adapt,15,0.0,0.0
Dethloff,CON3-3,demand_mild,tempo2,15,0.0,0.0
Dethloff,CON3-3,demand_severe,flat,15,0.0,0.26666666666666666
Dethloff,CON3-3,demand_severe,tilt,15,0.0,0.13333333333333333
Dethloff,CON3-3,demand_severe,tilt_adapt,15,0.0,0.5333333333333333
Dethloff,CON3-3,demand_severe,tempo2,15,0.0,0.8
Dethloff,CON3-3,demand_ramp,flat,15,0.0,0.2
Dethloff,CON3-3,demand_ramp,tilt,15,0.0,0.06666666666666667
Dethloff,CON3-3,demand_ramp,tilt_adapt,15,0.0,0.2
Dethloff,CON3-3,demand_ramp,tempo2,15,0.0,0.3333333333333333
Dethloff,CON3-3,dwell_mild,flat,15,0.0,0.4666666666666667
Dethloff,CON3-3,dwell_mild,tilt,15,0.0,0.6666666666666666
Dethloff,CON3-3,dwell_mild,tilt_adapt,15,0.0,1.0
Dethloff,CON3-3,dwell_mild,tempo2,15,0.0,1.0
Dethloff,CON3-3,rush_crush,flat,15,0.0,1.0
Dethloff,CON3-3,rush_crush,tilt,15,0.0,1.0
Dethloff,CON3-3,rush_crush,tilt_adapt,15,0.0,1.0
Dethloff,CON3-3,rush_crush,tempo2,15,0.0,1.0
Dethloff,CON3-4,null,flat,15,0.06666666666666667,
Dethloff,CON3-4,null,tilt,15,0.06666666666666667,
Dethloff,CON3-4,null,tilt_adapt,15,0.06666666666666667,
Dethloff,CON3-4,null,tempo2,15,0.06666666666666667,
Dethloff,CON3-4,traffic_mild,flat,15,0.0,0.06666666666666667
Dethloff,CON3-4,traffic_mild,tilt,15,0.0,0.4
Dethloff,CON3-4,traffic_mild,tilt_adapt,15,0.0,0.8666666666666667
Dethloff,CON3-4,traffic_mild,tempo2,15,0.0,1.0
Dethloff,CON3-4,traffic_late,flat,15,0.0,1.0
Dethloff,CON3-4,traffic_late,tilt,15,0.0,1.0
Dethloff,CON3-4,traffic_late,tilt_adapt,15,0.0,1.0
Dethloff,CON3-4,traffic_late,tempo2,15,0.0,1.0
Dethloff,CON3-4,demand_mild,flat,15,0.0,0.0
Dethloff,CON3-4,demand_mild,tilt,15,0.0,0.0
Dethloff,CON3-4,demand_mild,tilt_adapt,15,0.0,0.0
Dethloff,CON3-4,demand_mild,tempo2,15,0.0,0.0
Dethloff,CON3-4,demand_severe,flat,15,0.0,0.4
Dethloff,CON3-4,demand_severe,tilt,15,0.0,0.06666666666666667
Dethloff,CON3-4,demand_severe,tilt_adapt,15,0.0,0.4
Dethloff,CON3-4,demand_severe,tempo2,15,0.0,0.9333333333333333
Dethloff,CON3-4,demand_ramp,flat,15,0.0,0.13333333333333333
Dethloff,CON3-4,demand_ramp,tilt,15,0.0,0.13333333333333333
Dethloff,CON3-4,demand_ramp,tilt_adapt,15,0.0,0.2
Dethloff,CON3-4,demand_ramp,tempo2,15,0.0,0.5333333333333333
Dethloff,CON3-4,dwell_mild,flat,15,0.0,0.2
Dethloff,CON3-4,dwell_mild,tilt,15,0.0,0.7333333333333333
Dethloff,CON3-4,dwell_mild,tilt_adapt,15,0.0,1.0
Dethloff,CON3-4,dwell_mild,tempo2,15,0.0,1.0
Dethloff,CON3-4,rush_crush,flat,15,0.0,1.0
Dethloff,CON3-4,rush_crush,tilt,15,0.0,1.0
Dethloff,CON3-4,rush_crush,tilt_adapt,15,0.0,1.0
Dethloff,CON3-4,rush_crush,tempo2,15,0.0,1.0
SalhiNagy,CMT11X,null,flat,15,0.0,
SalhiNagy,CMT11X,null,tilt,15,0.0,
SalhiNagy,CMT11X,null,tilt_adapt,15,0.0,
SalhiNagy,CMT11X,null,tempo2,15,0.0,
SalhiNagy,CMT11X,traffic_mild,flat,15,0.0,0.26666666666666666
SalhiNagy,CMT11X,traffic_mild,tilt,15,0.0,0.3333333333333333
SalhiNagy,CMT11X,traffic_mild,tilt_adapt,15,0.0,0.6
SalhiNagy,CMT11X,traffic_mild,tempo2,15,0.0,0.7333333333333333
SalhiNagy,CMT11X,traffic_late,flat,15,0.0,0.6
SalhiNagy,CMT11X,traffic_late,tilt,15,0.0,0.7333333333333333
SalhiNagy,CMT11X,traffic_late,tilt_adapt,15,0.0,0.9333333333333333
SalhiNagy,CMT11X,traffic_late,tempo2,15,0.0,0.9333333333333333
SalhiNagy,CMT11X,demand_mild,flat,15,0.0,0.0
SalhiNagy,CMT11X,demand_mild,tilt,15,0.0,0.0
SalhiNagy,CMT11X,demand_mild,tilt_adapt,15,0.0,0.0
SalhiNagy,CMT11X,demand_mild,tempo2,15,0.0,0.0
SalhiNagy,CMT11X,demand_severe,flat,15,0.0,0.4
SalhiNagy,CMT11X,demand_severe,tilt,15,0.0,0.0
SalhiNagy,CMT11X,demand_severe,tilt_adapt,15,0.0,0.4
SalhiNagy,CMT11X,demand_severe,tempo2,15,0.0,0.6
SalhiNagy,CMT11X,demand_ramp,flat,15,0.06666666666666667,0.2
SalhiNagy,CMT11X,demand_ramp,tilt,15,0.0,0.06666666666666667
SalhiNagy,CMT11X,demand_ramp,tilt_adapt,15,0.0,0.2
SalhiNagy,CMT11X,demand_ramp,tempo2,15,0.0,0.2
SalhiNagy,CMT11X,dwell_mild,flat,15,0.0,0.7333333333333333
SalhiNagy,CMT11X,dwell_mild,tilt,15,0.0,0.9333333333333333
SalhiNagy,CMT11X,dwell_mild,tilt_adapt,15,0.0,1.0
SalhiNagy,CMT11X,dwell_mild,tempo2,15,0.0,1.0
SalhiNagy,CMT11X,rush_crush,flat,15,0.06666666666666667,0.9333333333333333
SalhiNagy,CMT11X,rush_crush,tilt,15,0.06666666666666667,0.9333333333333333
SalhiNagy,CMT11X,rush_crush,tilt_adapt,15,0.06666666666666667,0.9333333333333333
SalhiNagy,CMT11X,rush_crush,tempo2,15,0.06666666666666667,0.9333333333333333
SalhiNagy,CMT11Y,null,flat,15,0.0,
SalhiNagy,CMT11Y,null,tilt,15,0.0,
SalhiNagy,CMT11Y,null,tilt_adapt,15,0.0,
SalhiNagy,CMT11Y,null,tempo2,15,0.0,
SalhiNagy,CMT11Y,traffic_mild,flat,15,0.0,0.06666666666666667
SalhiNagy,CMT11Y,traffic_mild,tilt,15,0.0,0.3333333333333333
SalhiNagy,CMT11Y,traffic_mild,tilt_adapt,15,0.0,0.8
SalhiNagy,CMT11Y,traffic_mild,tempo2,15,0.0,0.8
SalhiNagy,CMT11Y,traffic_late,flat,15,0.0,0.7333333333333333
SalhiNagy,CMT11Y,traffic_late,tilt,15,0.0,0.8
SalhiNagy,CMT11Y,traffic_late,tilt_adapt,15,0.0,1.0
SalhiNagy,CMT11Y,traffic_late,tempo2,15,0.0,1.0
SalhiNagy,CMT11Y,demand_mild,flat,15,0.0,0.0
SalhiNagy,CMT11Y,demand_mild,tilt,15,0.0,0.0
SalhiNagy,CMT11Y,demand_mild,tilt_adapt,15,0.0,0.0
SalhiNagy,CMT11Y,demand_mild,tempo2,15,0.0,0.0
SalhiNagy,CMT11Y,demand_severe,flat,15,0.0,0.2
SalhiNagy,CMT11Y,demand_severe,tilt,15,0.0,0.06666666666666667
SalhiNagy,CMT11Y,demand_severe,tilt_adapt,15,0.0,0.4
SalhiNagy,CMT11Y,demand_severe,tempo2,15,0.0,0.8666666666666667
SalhiNagy,CMT11Y,demand_ramp,flat,15,0.06666666666666667,0.0
SalhiNagy,CMT11Y,demand_ramp,tilt,15,0.06666666666666667,0.0
SalhiNagy,CMT11Y,demand_ramp,tilt_adapt,15,0.06666666666666667,0.13333333333333333
SalhiNagy,CMT11Y,demand_ramp,tempo2,15,0.06666666666666667,0.4666666666666667
SalhiNagy,CMT11Y,dwell_mild,flat,15,0.0,0.06666666666666667
SalhiNagy,CMT11Y,dwell_mild,tilt,15,0.0,0.6666666666666666
SalhiNagy,CMT11Y,dwell_mild,tilt_adapt,15,0.0,0.9333333333333333
SalhiNagy,CMT11Y,dwell_mild,tempo2,15,0.0,1.0
SalhiNagy,CMT11Y,rush_crush,flat,15,0.0,1.0
SalhiNagy,CMT11Y,rush_crush,tilt,15,0.06666666666666667,0.9333333333333333
SalhiNagy,CMT11Y,rush_crush,tilt_adapt,15,0.06666666666666667,0.9333333333333333
SalhiNagy,CMT11Y,rush_crush,tempo2,15,0.0,1.0
SalhiNagy,CMT12X,null,flat,15,0.0,
SalhiNagy,CMT12X,null,tilt,15,0.0,
SalhiNagy,CMT12X,null,tilt_adapt,15,0.0,
SalhiNagy,CMT12X,null,tempo2,15,0.0,
SalhiNagy,CMT12X,traffic_mild,flat,15,0.0,0.13333333333333333
SalhiNagy,CMT12X,traffic_mild,tilt,15,0.0,0.26666666666666666
SalhiNagy,CMT12X,traffic_mild,tilt_adapt,15,0.0,0.6
SalhiNagy,CMT12X,traffic_mild,tempo2,15,0.0,0.6
SalhiNagy,CMT12X,traffic_late,flat,15,0.0,0.4
SalhiNagy,CMT12X,traffic_late,tilt,15,0.0,0.4666666666666667
SalhiNagy,CMT12X,traffic_late,tilt_adapt,15,0.0,0.8666666666666667
SalhiNagy,CMT12X,traffic_late,tempo2,15,0.0,0.9333333333333333
SalhiNagy,CMT12X,demand_mild,flat,15,0.0,0.0
SalhiNagy,CMT12X,demand_mild,tilt,15,0.0,0.0
SalhiNagy,CMT12X,demand_mild,tilt_adapt,15,0.0,0.0
SalhiNagy,CMT12X,demand_mild,tempo2,15,0.0,0.0
SalhiNagy,CMT12X,demand_severe,flat,15,0.0,0.4666666666666667
SalhiNagy,CMT12X,demand_severe,tilt,15,0.0,0.5333333333333333
SalhiNagy,CMT12X,demand_severe,tilt_adapt,15,0.0,0.8
SalhiNagy,CMT12X,demand_severe,tempo2,15,0.0,0.9333333333333333
SalhiNagy,CMT12X,demand_ramp,flat,15,0.0,0.06666666666666667
SalhiNagy,CMT12X,demand_ramp,tilt,15,0.0,0.0
SalhiNagy,CMT12X,demand_ramp,tilt_adapt,15,0.0,0.26666666666666666
SalhiNagy,CMT12X,demand_ramp,tempo2,15,0.0,0.3333333333333333
SalhiNagy,CMT12X,dwell_mild,flat,15,0.0,0.3333333333333333
SalhiNagy,CMT12X,dwell_mild,tilt,15,0.0,0.8
SalhiNagy,CMT12X,dwell_mild,tilt_adapt,15,0.0,0.9333333333333333
