Instance,Plan,N_cust,K_routes,Travel_km,Fixed_cost,none_rec,none_TBC,none_S,none_HO,none_fail,v1_end_rec,v1_end_TBC,v1_end_S,v1_end_HO,v1_end_fail,v1_end_saving,v1_end_gap,v1_myo_rec,v1_myo_TBC,v1_myo_S,v1_myo_HO,v1_myo_fail,v1_myo_saving,v1_myo_gap,fb_tau_rec,fb_tau_TBC,fb_tau_S,fb_tau_HO,fb_tau_fail,fb_tau_saving,fb_tau_gap,pi1_rec,pi1_TBC,pi1_S,pi1_HO,pi1_fail,pi1_saving,pi1_gap,pi2_rec,pi2_TBC,pi2_S,pi2_HO,pi2_fail,pi2_saving,pi2_gap,pi3_rec,pi3_TBC,pi3_S,pi3_HO,pi3_fail,pi3_saving,pi3_gap,rollout_rec,rollout_TBC,rollout_S,rollout_HO,rollout_fail,rollout_saving,rollout_gap,restock_rec,restock_TBC,restock_S,restock_HO,restock_fail,restock_saving,restock_gap,v2_lsm_rec,v2_lsm_TBC,v2_lsm_S,v2_lsm_HO,v2_lsm_fail,v2_lsm_saving,v2_lsm_gap,v2_act_rec,v2_act_TBC,v2_act_S,v2_act_HO,v2_act_fail,v2_act_saving,v2_act_gap,dp_n_rec,dp_n_TBC,dp_n_S,dp_n_HO,dp_n_fail,dp_n_saving,dp_n_gap,dp_xl_rec,dp_xl_TBC,dp_xl_S,dp_xl_HO,dp_xl_fail,dp_xl_saving,dp_xl_gap,oracle_rec,oracle_TBC,oracle_S,oracle_HO,oracle_fail,oracle_saving,solve_s,eval_s
CON3-5,Det,50,4,593.84,199.38,125.87,325.25,0,0.0,0.3459,102.52,301.9,3,0.2829,0.1294,18.55,50.06,107.06,306.44,3,0.3693,0.0934,14.95,59.76,102.57,301.95,3,0.2785,0.1316,18.51,50.16,111.7,311.09,3,0.2279,0.1852,11.26,69.7,105.82,305.21,3,0.278,0.1437,15.93,57.13,118.64,318.03,1,0.0722,0.2851,5.74,84.54,105.06,304.44,3,0.3493,0.1,16.54,55.48,123.97,323.35,1,0.0312,0.3272,1.51,95.93,100.98,300.37,3,0.2678,0.1338,19.77,46.77,100.42,299.81,3,0.2344,0.1414,20.22,45.58,102.9,302.29,3,0.3133,0.1135,18.25,50.88,100.14,299.53,3,0.2785,0.1255,20.44,44.97,79.11,278.5,3,0.274,0.0719,37.15,0.0,1.4
CON3-5,SAA,50,5,630.37,238.04,7.09,245.13,0,0.0,0.0245,6.01,244.05,1,0.026,0.0037,15.19,64.21,8.25,246.28,2,0.0381,0.0018,-16.34,138.5,6.07,244.11,1,0.0274,0.0031,14.3,66.3,6.19,244.23,1,0.0176,0.0109,12.6,70.32,5.62,243.65,0,0.0139,0.0112,20.76,51.09,5.95,243.99,0,0.0107,0.0142,16.03,62.22,6.84,244.87,1,0.033,0.0018,3.55,91.63,3.7,241.74,1,0.0342,0.0063,47.74,-12.48,5.02,243.05,1,0.0231,0.0038,29.24,31.09,2.29,240.33,0,0.0,0.0024,67.64,-59.37,6.14,244.17,1,0.0237,0.0072,13.43,68.35,5.01,243.04,1,0.0227,0.004,29.38,30.78,4.08,242.12,1,0.0245,0.0,42.44,0.0,1.7
CON3-6,Det,50,4,515.59,191.56,98.37,289.93,0,0.0,0.2809,72.83,264.38,2,0.2322,0.0789,25.97,36.59,80.19,271.75,3,0.3326,0.0368,18.48,54.87,71.69,263.25,3,0.2379,0.0711,27.13,33.77,76.69,268.25,3,0.2754,0.0683,22.04,46.18,81.19,272.75,2,0.1596,0.1439,17.47,57.35,93.59,285.14,1,0.0609,0.2315,4.87,88.11,74.13,265.68,3,0.2916,0.0461,24.65,39.82,96.24,287.8,1,0.049,0.2524,2.17,94.69,70.21,261.76,3,0.2437,0.0649,28.63,30.09,69.55,261.11,3,0.2283,0.0655,29.3,28.46,70.51,262.07,2,0.2432,0.0658,28.32,30.85,69.89,261.45,3,0.241,0.0653,28.96,29.3,58.08,249.64,3,0.2524,0.0285,40.96,0.0,1.4
CON3-6,SAA,50,5,562.39,231.24,7.6,238.84,0,0.0,0.026,5.92,237.16,1,0.0211,0.0069,22.11,47.05,7.27,238.5,1,0.034,0.0016,4.4,89.45,5.94,237.18,1,0.0209,0.0071,21.82,47.74,6.48,237.71,1,0.0154,0.013,14.81,64.53,6.3,237.54,1,0.0163,0.0118,17.11,59.03,6.74,237.98,0,0.0096,0.0173,11.36,72.79,6.52,237.76,1,0.0303,0.0024,14.27,65.83,4.05,235.29,2,0.0453,0.0046,46.71,-11.86,5.63,236.87,1,0.025,0.0046,25.91,37.94,2.48,233.72,0,0.0,0.0021,67.33,-61.25,6.54,237.78,1,0.0223,0.009,14.0,66.46,5.49,236.73,1,0.0229,0.0053,27.75,33.54,4.43,235.67,1,0.026,0.0,41.76,0.0,1.4
CON3-7,Det,50,4,586.71,198.67,104.87,303.54,0,0.0,0.3144,73.11,271.78,3,0.2929,0.0541,30.28,34.73,84.06,282.74,3,0.4,0.0159,19.84,57.24,72.7,271.37,3,0.2696,0.0673,30.68,33.88,78.76,277.43,3,0.3232,0.0538,24.89,46.35,83.91,282.58,3,0.2435,0.1176,19.98,56.93,92.26,290.93,1,0.1275,0.2005,12.02,74.09,79.22,277.9,3,0.3721,0.021,24.45,47.3,104.87,303.54,0,0.0,0.3144,0.0,100.0,70.42,269.09,3,0.2976,0.0479,32.85,29.2,69.77,268.44,3,0.2855,0.0509,33.47,27.86,70.48,269.15,3,0.2986,0.0476,32.8,29.32,69.63,268.3,3,0.2988,0.0451,33.6,27.58,56.21,254.88,3,0.3079,0.0065,46.4,0.0,1.4
CON3-7,SAA,50,5,635.3,238.53,6.04,244.57,0,0.0,0.0204,5.0,243.53,1,0.0194,0.0046,17.3,58.42,6.48,245.01,1,0.0288,0.0017,-7.27,117.47,5.14,243.67,1,0.021,0.0036,14.97,64.03,5.09,243.62,1,0.0175,0.0067,15.7,62.27,5.07,243.6,0,0.009,0.0119,16.07,61.39,5.27,243.8,0,0.0074,0.0132,12.85,69.13,5.84,244.37,1,0.0263,0.002,3.33,91.99,2.66,241.19,1,0.0262,0.0029,55.96,-34.47,4.51,243.04,1,0.0187,0.0041,25.38,39.01,2.25,240.78,0,0.0,0.0029,62.72,-50.74,6.0,244.53,1,0.0259,0.0044,0.71,98.29,4.32,242.85,1,0.0185,0.0035,28.57,31.35,3.53,242.06,1,0.0204,0.0,41.61,0.0,1.4
CON3-8,Det,50,4,523.05,192.3,86.62,278.92,0,0.0,0.2456,60.47,252.77,2,0.2064,0.0599,30.19,31.04,64.37,256.68,2,0.29,0.0209,25.68,41.34,59.44,251.74,2,0.2241,0.0462,31.38,28.32,64.02,256.33,2,0.2652,0.0361,26.08,40.42,69.38,261.69,2,0.1521,0.113,19.9,54.54,73.55,265.85,1,0.1205,0.137,15.09,65.54,62.66,254.97,2,0.2724,0.0264,27.66,36.83,85.28,277.58,1,0.0421,0.2186,1.55,96.46,58.55,250.86,2,0.2127,0.0511,32.4,25.99,57.08,249.38,2,0.1894,0.052,34.1,22.1,58.87,251.17,2,0.226,0.0444,32.04,26.82,57.91,250.21,2,0.2283,0.0401,33.15,24.29,48.7,241.0,2,0.23,0.0156,43.78,0.0,1.4
CON3-8,SAA,50,5,624.76,237.48,10.25,247.73,0,0.0,0.0351,8.24,245.71,1,0.0358,0.0048,19.66,53.44,11.31,248.78,2,0.052,0.0012,-10.28,124.35,8.24,245.71,1,0.0358,0.0048,19.66,53.44,8.74,246.22,1,0.0213,0.0174,14.73,65.12,9.16,246.63,1,0.0157,0.0221,10.67,74.73,8.73,246.21,1,0.0176,0.0194,14.83,64.88,8.9,246.37,2,0.0427,0.0017,13.23,68.67,4.85,242.33,2,0.044,0.0071,52.65,-24.72,7.19,244.67,1,0.0313,0.0064,29.82,29.36,3.75,241.23,0,0.0,0.0039,63.38,-50.12,8.07,245.54,2,0.0314,0.0087,21.31,49.54,7.02,244.5,1,0.0314,0.0055,31.48,25.43,5.92,243.4,2,0.0351,0.0,42.22,0.0,1.6
CON3-9,Det,50,4,590.64,199.06,53.86,252.93,0,0.0,0.1867,39.44,238.5,3,0.1695,0.034,26.78,40.87,50.46,249.52,3,0.2589,0.0091,6.33,86.04,39.45,238.51,3,0.177,0.0294,26.76,40.92,49.05,248.11,3,0.1708,0.0689,8.94,80.26,41.06,240.13,3,0.1618,0.0509,23.77,47.53,45.8,244.86,2,0.0896,0.1024,14.97,66.95,44.95,244.01,3,0.2289,0.0139,16.56,63.45,44.61,243.68,2,0.1385,0.1076,17.17,62.09,37.93,236.99,3,0.1702,0.0339,29.58,34.69,35.51,234.57,1,0.0665,0.0423,34.08,24.76,38.07,237.13,3,0.1666,0.0364,29.32,35.26,36.99,236.06,3,0.1685,0.0318,31.32,30.85,29.47,228.53,3,0.1867,0.0,45.29,0.0,1.4
CON3-9,SAA,50,5,653.43,240.34,7.17,247.52,0,0.0,0.0262,5.77,246.12,1,0.0271,0.0038,19.5,54.7,7.8,248.15,2,0.0412,0.0009,-8.79,120.41,5.77,246.12,1,0.0271,0.0038,19.5,54.7,5.84,246.18,1,0.0183,0.0107,18.66,56.65,5.36,245.7,1,0.0198,0.0082,25.27,41.3,5.63,245.97,1,0.0164,0.011,21.53,50.0,6.75,247.09,1,0.036,0.0011,5.9,86.3,2.88,243.22,2,0.0422,0.0032,59.84,-38.98,5.11,245.46,1,0.0248,0.0042,28.71,33.31,2.37,242.71,0,0.0,0.0026,67.01,-55.65,5.61,245.95,1,0.0227,0.0073,21.81,49.35,4.92,245.26,1,0.0255,0.0031,31.42,27.01,4.09,244.43,1,0.0262,0.0,43.05,0.0,1.4
CON8-0,Det,50,9,871.84,402.18,256.71,658.89,0,0.0,0.4538,220.4,622.58,7,0.2959,0.2112,14.14,56.08,225.41,627.6,7,0.3923,0.1577,12.19,62.14,220.14,622.32,7,0.2992,0.2077,14.25,55.76,235.25,637.43,5,0.2663,0.2584,8.36,74.04,231.8,633.99,6,0.2483,0.2617,9.7,69.88,232.85,635.04,4,0.1764,0.3022,9.29,71.14,222.44,624.63,7,0.3713,0.1671,13.35,58.55,247.95,650.14,2,0.0898,0.4129,3.41,89.41,217.96,620.14,7,0.3239,0.1922,15.09,53.12,213.75,615.93,6,0.2844,0.1959,16.73,48.04,218.83,621.01,7,0.3146,0.1984,14.76,54.18,217.14,619.32,7,0.3104,0.198,15.41,52.13,174.04,576.23,8,0.3563,0.0975,32.2,0.0,1.4
CON8-0,SAA,50,15,1164.19,641.42,17.21,658.63,0,0.0,0.0209,16.27,657.69,1,0.0097,0.0136,5.46,86.15,16.46,657.88,1,0.0116,0.0126,4.38,88.9,16.24,657.66,1,0.0094,0.0137,5.66,85.66,16.55,657.97,0,0.0048,0.0171,3.83,90.29,16.43,657.85,1,0.0072,0.0155,4.52,88.54,16.43,657.85,1,0.0056,0.0164,4.54,88.48,16.29,657.71,1,0.0111,0.0128,5.37,86.39,11.94,653.36,2,0.0231,0.0107,30.65,22.29,16.1,657.52,1,0.01,0.0134,6.45,83.64,10.92,652.34,0,0.0006,0.0076,36.58,7.25,17.09,658.51,1,0.0047,0.0177,0.71,98.2,15.83,657.25,1,0.0096,0.0133,8.03,79.64,10.42,651.84,2,0.0208,0.0,39.44,0.0,1.2
CON8-1,Det,50,9,740.93,389.09,243.25,632.34,0,0.0,0.4314,211.36,600.45,6,0.2666,0.2188,13.11,58.97,215.22,604.31,6,0.3306,0.1856,11.53,63.93,210.14,599.23,6,0.2594,0.2217,13.61,57.4,223.58,612.67,5,0.2492,0.2529,8.09,74.69,219.5,608.59,5,0.2045,0.2701,9.77,69.44,216.67,605.76,4,0.2067,0.263,10.93,65.8,210.93,600.02,6,0.3023,0.1966,13.29,58.42,229.5,618.59,3,0.0979,0.3804,5.65,82.31,209.48,598.57,6,0.2682,0.2163,13.88,56.55,203.53,592.62,5,0.2037,0.2253,16.33,48.9,209.93,599.03,6,0.2728,0.2149,13.7,57.13,208.8,597.9,6,0.2776,0.2093,14.16,55.68,165.53,554.62,7,0.3216,0.1098,31.95,0.0,1.3
CON8-1,SAA,50,14,963.63,586.36,23.18,609.55,0,0.0,0.0303,20.97,607.34,2,0.0214,0.0144,9.52,76.09,23.11,609.47,3,0.0307,0.0112,0.31,99.23,21.09,607.45,2,0.0224,0.0139,9.04,77.31,21.18,607.54,1,0.0145,0.019,8.63,78.33,21.28,607.64,1,0.0143,0.0192,8.2,79.41,21.14,607.51,1,0.0117,0.0206,8.8,77.91,21.87,608.23,3,0.0267,0.0123,5.65,85.81,14.21,600.57,4,0.055,0.0098,38.71,2.82,20.52,606.88,2,0.022,0.0136,11.5,71.13,12.28,598.65,0,0.0,0.008,47.02,-18.03,21.7,608.06,2,0.0219,0.0153,6.41,83.91,20.17,606.53,2,0.0188,0.0151,13.0,67.36,13.95,600.31,3,0.0299,0.0004,39.83,0.0,1.3
