Instance,Plan,N_cust,K_routes,Travel_km,Fixed_cost,none_rec,none_TBC,none_S,none_HO,none_fail,v1_end_rec,v1_end_TBC,v1_end_S,v1_end_HO,v1_end_fail,v1_end_saving,v1_end_gap,v1_myo_rec,v1_myo_TBC,v1_myo_S,v1_myo_HO,v1_myo_fail,v1_myo_saving,v1_myo_gap,fb_tau_rec,fb_tau_TBC,fb_tau_S,fb_tau_HO,fb_tau_fail,fb_tau_saving,fb_tau_gap,pi1_rec,pi1_TBC,pi1_S,pi1_HO,pi1_fail,pi1_saving,pi1_gap,pi2_rec,pi2_TBC,pi2_S,pi2_HO,pi2_fail,pi2_saving,pi2_gap,pi3_rec,pi3_TBC,pi3_S,pi3_HO,pi3_fail,pi3_saving,pi3_gap,rollout_rec,rollout_TBC,rollout_S,rollout_HO,rollout_fail,rollout_saving,rollout_gap,restock_rec,restock_TBC,restock_S,restock_HO,restock_fail,restock_saving,restock_gap,v2_lsm_rec,v2_lsm_TBC,v2_lsm_S,v2_lsm_HO,v2_lsm_fail,v2_lsm_saving,v2_lsm_gap,v2_act_rec,v2_act_TBC,v2_act_S,v2_act_HO,v2_act_fail,v2_act_saving,v2_act_gap,dp_n_rec,dp_n_TBC,dp_n_S,dp_n_HO,dp_n_fail,dp_n_saving,dp_n_gap,dp_xl_rec,dp_xl_TBC,dp_xl_S,dp_xl_HO,dp_xl_fail,dp_xl_saving,dp_xl_gap,oracle_rec,oracle_TBC,oracle_S,oracle_HO,oracle_fail,oracle_saving,solve_s,eval_s
CON3-4,Det,50,4,599.73,199.97,185.44,385.41,0,0.0,0.3795,101.31,301.28,3,0.3944,0.0504,45.37,24.82,111.23,311.2,3,0.5291,0.0124,40.02,33.69,101.33,301.3,3,0.4055,0.0449,45.36,24.84,106.62,306.59,3,0.471,0.0288,42.51,29.57,120.52,320.49,3,0.4301,0.0706,35.01,41.99,142.69,342.66,2,0.2679,0.1569,23.05,61.8,107.29,307.27,3,0.5015,0.0166,42.14,30.17,184.29,384.26,1,0.0174,0.3656,0.62,98.97,100.33,300.3,3,0.4315,0.0329,45.9,23.95,99.68,299.66,3,0.4213,0.033,46.24,23.37,101.22,301.19,3,0.4284,0.0354,45.42,24.74,99.54,299.52,3,0.4193,0.0366,46.32,23.25,73.53,273.5,3,0.3725,0.007,60.35,0.0,1.5
CON3-4,SAA,50,5,650.56,240.06,9.98,250.04,0,0.0,0.033,8.03,248.09,1,0.0314,0.0069,19.51,57.74,10.82,250.88,2,0.0504,0.0024,-8.45,118.3,8.04,248.09,1,0.0321,0.0065,19.47,57.82,8.41,248.47,1,0.0193,0.0171,15.72,65.94,8.17,248.23,1,0.0179,0.017,18.13,60.73,8.64,248.7,0,0.013,0.0212,13.4,70.98,8.31,248.36,1,0.0354,0.005,16.77,63.68,5.59,245.64,1,0.0357,0.0101,44.01,4.66,7.19,247.24,1,0.0286,0.0083,28.01,39.32,4.26,244.32,0,0.0,0.0054,57.29,-24.1,8.29,248.34,1,0.0303,0.0096,16.97,63.23,6.9,246.95,1,0.0308,0.0061,30.9,33.07,5.37,245.43,1,0.033,0.0,46.16,0.0,1.7
CON3-6,Det,50,4,515.59,191.56,132.02,323.58,0,0.0,0.2784,82.98,274.54,3,0.2611,0.0615,37.14,27.03,91.1,282.66,3,0.3593,0.0336,31.0,39.11,82.16,273.72,3,0.2534,0.0646,37.77,25.81,87.55,279.11,3,0.3097,0.0536,33.68,33.83,102.98,294.53,2,0.1965,0.1286,22.0,56.78,111.96,303.51,2,0.1685,0.1701,15.2,70.15,88.08,279.64,3,0.3347,0.0386,33.28,34.62,130.98,322.54,1,0.0269,0.2609,0.79,98.45,80.5,272.06,3,0.2691,0.0537,39.02,23.34,80.48,272.04,3,0.2689,0.0537,39.04,23.31,81.18,272.74,3,0.2784,0.0505,38.51,24.36,79.59,271.15,3,0.2674,0.0517,39.71,21.99,64.81,256.37,3,0.2476,0.0307,50.91,0.0,1.4
CON3-6,SAA,50,5,562.39,231.24,7.68,238.92,0,0.0,0.0239,5.73,236.97,1,0.0237,0.0041,25.34,46.15,8.65,239.89,2,0.0385,0.0019,-12.66,126.91,5.73,236.97,1,0.0237,0.0041,25.33,46.18,6.45,237.69,1,0.015,0.0118,15.93,66.15,5.97,237.21,1,0.0192,0.0081,22.22,52.78,6.62,237.86,1,0.0115,0.014,13.81,70.66,6.45,237.69,1,0.0287,0.0028,16.02,65.97,4.67,235.91,1,0.0312,0.0069,39.17,16.77,5.3,236.54,1,0.0235,0.0039,30.95,34.24,3.16,234.4,0,0.0,0.0025,58.85,-25.04,6.38,237.62,1,0.0191,0.0094,16.9,64.1,5.19,236.43,1,0.0232,0.0037,32.36,31.24,4.06,235.3,1,0.0239,0.0,47.06,0.0,1.4
CON3-7,Det,50,4,586.71,198.67,142.54,341.21,0,0.0,0.3216,80.0,278.67,3,0.313,0.0464,43.88,25.91,91.13,289.81,3,0.4359,0.0101,36.07,39.1,79.76,278.43,3,0.3127,0.0449,44.05,25.62,86.39,285.06,3,0.3509,0.0426,39.4,33.48,97.98,296.65,3,0.2759,0.1029,31.27,47.2,116.47,315.14,1,0.1484,0.194,18.29,69.11,86.9,285.57,3,0.4098,0.0135,39.04,34.08,142.54,341.21,0,0.0,0.3216,0.0,100.0,75.55,274.22,3,0.3204,0.0366,47.0,20.64,75.51,274.18,3,0.3189,0.0371,47.02,20.6,75.67,274.34,3,0.3324,0.0315,46.91,20.78,74.23,272.9,3,0.336,0.0274,47.93,19.07,58.13,256.8,3,0.3155,0.0061,59.22,0.0,1.4
CON3-7,SAA,50,5,635.3,238.53,6.88,245.41,0,0.0,0.0204,5.28,243.81,1,0.0223,0.0031,23.24,51.94,7.71,246.24,1,0.0352,0.0009,-12.01,124.85,5.25,243.78,1,0.0219,0.0032,23.74,50.91,5.58,244.12,0,0.0149,0.0083,18.84,61.04,5.35,243.88,0,0.0101,0.0109,22.19,54.11,5.75,244.28,0,0.0077,0.0131,16.38,66.12,6.29,244.82,1,0.0276,0.002,8.53,82.36,3.5,242.03,1,0.0292,0.0024,49.17,-1.69,4.76,243.29,1,0.0196,0.0039,30.84,36.21,2.94,241.47,0,0.0,0.0027,57.34,-18.59,6.01,244.54,1,0.0203,0.0066,12.73,73.67,4.35,242.88,0,0.019,0.003,36.76,23.98,3.55,242.08,1,0.0204,0.0,48.35,0.0,1.4
CON3-8,Det,50,4,523.05,192.3,118.31,310.61,0,0.0,0.2503,66.95,259.25,2,0.233,0.0499,43.41,22.5,75.45,267.75,2,0.3337,0.0198,36.23,35.33,65.03,257.34,2,0.2403,0.0414,45.03,19.61,70.6,262.91,2,0.2715,0.0382,40.32,28.01,83.94,276.24,2,0.1883,0.0973,29.05,48.14,94.45,286.76,1,0.1226,0.1396,20.16,64.0,72.09,264.39,2,0.3121,0.022,39.07,30.25,117.71,310.01,1,0.0161,0.2395,0.5,99.1,65.0,257.31,2,0.2579,0.0329,45.05,19.56,64.24,256.54,2,0.249,0.032,45.7,18.41,65.89,258.2,2,0.2554,0.0367,44.3,20.91,64.44,256.75,2,0.2474,0.0369,45.53,18.72,52.04,244.35,2,0.2334,0.0169,56.01,0.0,1.5
CON3-8,SAA,50,5,624.76,237.48,9.92,247.4,0,0.0,0.0309,6.95,244.42,1,0.0309,0.0034,29.96,37.21,11.88,249.35,2,0.0559,0.0003,-19.72,141.32,6.96,244.43,1,0.0308,0.0035,29.87,37.41,8.16,245.64,1,0.0199,0.0144,17.75,62.8,7.99,245.47,1,0.0225,0.0125,19.43,59.27,7.76,245.24,1,0.0174,0.0146,21.74,54.43,8.82,246.3,2,0.043,0.0006,11.05,76.84,5.14,242.61,2,0.0423,0.0045,48.21,-1.04,6.54,244.01,1,0.0288,0.0047,34.1,28.54,4.49,241.96,0,0.0,0.0045,54.76,-14.77,7.43,244.9,1,0.0254,0.009,25.13,47.33,6.24,243.72,1,0.0305,0.0032,37.08,22.28,5.19,242.66,1,0.0309,0.0,47.72,0.0,1.7
CON3-9,Det,50,4,590.64,199.06,70.95,270.02,0,0.0,0.1927,42.86,241.92,3,0.1699,0.0369,39.6,29.9,55.26,254.33,3,0.2886,0.0043,22.11,60.85,42.34,241.4,3,0.1938,0.0226,40.33,28.61,56.05,255.11,3,0.2369,0.0396,21.01,62.81,46.6,245.66,3,0.181,0.0441,34.32,39.24,58.77,257.83,2,0.0939,0.107,17.18,69.59,47.64,246.7,3,0.2487,0.0076,32.86,41.82,63.35,262.42,2,0.1375,0.1134,10.71,81.04,40.62,239.68,3,0.1973,0.019,42.75,24.32,39.84,238.91,2,0.0892,0.029,43.85,22.38,40.47,239.54,3,0.2006,0.0171,42.96,23.95,40.0,239.07,3,0.1919,0.0205,43.62,22.78,30.87,229.94,3,0.1927,0.0,56.49,0.0,1.4
CON3-9,SAA,50,5,653.43,240.34,9.79,250.13,0,0.0,0.0334,7.15,247.49,1,0.033,0.005,26.99,42.36,10.65,251.0,2,0.0563,0.0009,-8.81,118.81,7.17,247.52,1,0.0323,0.0055,26.74,42.89,7.99,248.34,1,0.0234,0.0143,18.36,60.79,7.23,247.57,1,0.0268,0.0102,26.2,44.05,7.67,248.01,1,0.0185,0.0159,21.71,53.64,7.98,248.32,2,0.0419,0.0018,18.52,60.44,4.38,244.73,2,0.0435,0.0048,55.23,-17.96,6.58,246.92,1,0.0302,0.006,32.83,29.88,3.83,244.17,0,0.0,0.0041,60.93,-30.13,6.87,247.21,1,0.0273,0.0084,29.85,36.24,6.4,246.74,1,0.032,0.0043,34.65,25.98,5.21,245.55,1,0.0334,0.0,46.82,0.0,1.4
CON8-0,Det,50,9,871.84,402.18,294.64,696.82,0,0.0,0.4486,234.95,637.14,7,0.2889,0.2057,20.26,46.55,245.78,647.96,7,0.4167,0.1495,16.58,56.24,234.47,636.65,7,0.3296,0.1826,20.42,46.12,257.25,659.43,6,0.3099,0.2269,12.69,66.52,252.05,654.23,6,0.2702,0.2404,14.45,61.86,257.72,659.9,4,0.1771,0.2964,12.53,66.94,237.91,640.1,7,0.3791,0.1608,19.25,49.2,287.95,690.13,2,0.07,0.4162,2.27,94.01,232.99,635.18,7,0.3279,0.183,20.92,44.8,229.57,631.75,6,0.2768,0.1914,22.09,41.73,233.71,635.89,7,0.3398,0.1779,20.68,45.44,232.04,634.22,7,0.3375,0.1765,21.25,43.94,182.97,585.15,8,0.3494,0.0992,37.9,0.0,1.4
CON8-0,SAA,50,15,1164.19,641.42,19.41,660.83,0,0.0,0.0223,17.77,659.19,1,0.0118,0.0135,8.45,80.29,18.78,660.2,2,0.0168,0.0116,3.26,92.39,17.77,659.19,1,0.0118,0.0135,8.45,80.29,17.92,659.34,1,0.0094,0.015,7.68,82.1,17.7,659.12,1,0.0092,0.015,8.81,79.47,17.85,659.27,1,0.0083,0.0156,8.06,81.2,18.34,659.76,1,0.014,0.0129,5.53,87.11,14.17,655.59,2,0.0282,0.0109,27.03,37.0,17.56,658.98,1,0.0122,0.0131,9.55,77.74,13.53,654.95,0,0.0007,0.0092,30.3,29.36,18.38,659.8,1,0.0102,0.0153,5.34,87.56,17.41,658.83,1,0.0117,0.0133,10.33,75.93,11.09,652.5,2,0.0223,0.0,42.9,0.0,1.3
CON8-1,Det,50,9,740.93,389.09,289.49,678.58,0,0.0,0.4423,232.39,621.48,6,0.3141,0.1988,19.72,48.09,239.64,628.73,7,0.3969,0.1648,17.22,54.68,232.38,621.48,6,0.3221,0.1948,19.73,48.09,249.73,638.83,6,0.3077,0.2309,13.73,63.86,252.93,642.02,5,0.2413,0.2622,12.63,66.76,247.08,636.17,5,0.2357,0.2597,14.65,61.45,235.68,624.77,7,0.3544,0.1814,18.59,51.09,276.98,666.07,2,0.0789,0.3958,4.32,88.63,231.48,620.57,6,0.3217,0.1939,20.04,47.27,227.45,616.54,6,0.2906,0.1923,21.43,43.61,232.75,621.84,6,0.3244,0.195,19.6,48.42,230.81,619.9,6,0.3109,0.199,20.27,46.66,179.48,568.57,7,0.3297,0.1126,38.0,0.0,1.5
CON8-1,SAA,50,14,963.63,586.36,26.55,612.91,0,0.0,0.0327,23.03,609.4,2,0.0195,0.0173,13.23,69.5,23.63,610.0,3,0.0268,0.0136,10.97,74.72,23.04,609.41,2,0.0194,0.0174,13.2,69.59,24.03,610.39,1,0.0131,0.0219,9.47,78.17,23.83,610.2,1,0.0134,0.0217,10.22,76.45,23.97,610.33,1,0.0129,0.0222,9.7,77.64,23.06,609.43,2,0.0241,0.0146,13.12,69.77,16.44,602.8,4,0.039,0.0127,38.08,12.25,22.67,609.03,2,0.0221,0.0154,14.6,66.36,14.91,601.27,0,0.0,0.0096,43.84,-1.03,23.99,610.36,2,0.0176,0.0197,9.61,77.85,22.64,609.0,2,0.0212,0.0158,14.72,66.08,15.03,601.39,3,0.0325,0.0003,43.39,0.0,1.4
