sweep,scenario,x,seed,none_cost,none_fail,none_ho,v1_myo_cost,v1_myo_fail,v1_myo_ho,v1_myo_saving,v1_myo_gap,v1_tun_cost,v1_tun_fail,v1_tun_ho,v1_tun_saving,v1_tun_gap,fb_tun_cost,fb_tun_fail,fb_tun_ho,fb_tun_saving,fb_tun_gap,v2_lsm_cost,v2_lsm_fail,v2_lsm_ho,v2_lsm_saving,v2_lsm_gap,oracle_cost,oracle_fail,oracle_ho,oracle_saving
cost_ratio,milk_run,20.0,0,2.058333333333333,0.10291666666666667,0.0,0.52475,0.0,0.52475,74.50607287449392,21.572554868953766,0.29375,0.002916666666666667,0.23541666666666666,85.72874493927125,9.75921585339868,0.29375,0.002916666666666667,0.23541666666666666,85.72874493927125,9.75921585339868,0.23883333333333334,0.0013333333333333333,0.21216666666666667,88.39676113360323,6.950777754101856,0.10291666666666667,0.0,0.10291666666666667,94.99999999999999
cost_ratio,milk_run,20.0,1,2.02,0.101,0.0,0.5574166666666667,0.0,0.5574166666666667,72.40511551155114,23.784088935209308,0.2805,0.003916666666666666,0.20216666666666666,86.11386138613862,9.353830119854091,0.2805,0.003916666666666666,0.20216666666666666,86.11386138613862,9.353830119854091,0.22258333333333333,0.0011666666666666668,0.19925,88.98102310231023,6.335765155462914,0.101,0.0,0.101,95.0
cost_ratio,milk_run,20.0,2,1.995,0.09975,0.0,0.5798333333333333,0.0,0.5798333333333333,70.93567251461988,25.330871037242225,0.28441666666666665,0.004,0.20441666666666666,85.7435254803676,9.743657389086751,0.28441666666666665,0.004,0.20441666666666666,85.7435254803676,9.743657389086751,0.236,0.002,0.196,88.1704260651629,7.189025194565359,0.09975,0.0,0.09975,95.0
cost_ratio,milk_run,20.0,3,2.025,0.10125,0.0,0.51925,0.0,0.51925,74.35802469135803,21.728395061728396,0.28441666666666665,0.0015,0.2544166666666667,85.95473251028807,9.521334199696772,0.28441666666666665,0.0015,0.2544166666666667,85.95473251028807,9.521334199696772,0.23941666666666667,0.0013333333333333333,0.21275,88.1769547325103,7.182152913147066,0.10125,0.0,0.10125,94.99999999999999
cost_ratio,milk_run,20.0,4,2.0383333333333336,0.10191666666666667,0.0,0.58975,0.0,0.58975,71.0670482420278,25.192580797865467,0.2801666666666667,0.0015833333333333333,0.2485,86.2551103843009,9.20514696389379,0.2801666666666667,0.0015833333333333333,0.2485,86.2551103843009,9.20514696389379,0.22858333333333333,0.0015,0.19858333333333333,88.7857726901063,6.541291905151265,0.10191666666666667,0.0,0.10191666666666667,95.0
n_train,ctd,200,0,0.5795833333333333,0.11591666666666667,0.0,0.5795833333333333,0.11591666666666667,0.0,0.0,100.0,0.5795833333333333,0.11591666666666667,0.0,0.0,100.0,0.28925,0.030833333333333334,0.13508333333333333,50.09345794392523,37.383177570093466,0.28525,0.03166666666666667,0.12691666666666668,50.783608914450035,36.520488856937455,0.11591666666666667,0.0,0.11591666666666667,80.0
n_train,ctd,200,1,0.6145833333333334,0.12291666666666666,0.0,0.6145833333333334,0.12291666666666666,0.0,0.0,100.0,0.6145833333333334,0.12291666666666666,0.0,0.0,100.0,0.3428333333333333,0.04733333333333333,0.10616666666666667,44.21694915254238,44.72881355932203,0.28275,0.02666666666666667,0.14941666666666667,53.99322033898305,32.50847457627118,0.12291666666666666,0.0,0.12291666666666666,80.0
n_train,ctd,200,2,0.6191666666666666,0.12383333333333334,0.0,0.6191666666666666,0.12383333333333334,0.0,0.0,100.0,0.6191666666666666,0.12383333333333334,0.0,0.0,100.0,0.3383333333333333,0.04766666666666667,0.1,45.356662180349936,43.30417227456258,0.3478333333333333,0.043833333333333335,0.12866666666666668,43.822341857335125,45.22207267833109,0.12383333333333334,0.0,0.12383333333333334,80.0
n_train,ctd,200,3,0.4875,0.0975,0.0,0.4875,0.0975,0.0,0.0,100.0,0.4875,0.0975,0.0,0.0,100.0,0.29383333333333334,0.033,0.12883333333333333,39.72649572649573,50.34188034188034,0.248,0.017666666666666667,0.15966666666666668,49.12820512820513,38.589743589743584,0.0975,0.0,0.0975,80.0
n_train,ctd,200,4,0.55375,0.11075,0.0,0.55375,0.11075,0.0,0.0,100.0,0.55375,0.11075,0.0,0.0,100.0,0.286,0.029083333333333333,0.14058333333333334,48.35214446952596,39.55981941309254,0.29675,0.03783333333333333,0.10758333333333334,46.41083521444695,41.98645598194132,0.11075,0.0,0.11075,80.0
n_train,ctd,500,0,0.60875,0.12175,0.0,0.60875,0.12175,0.0,0.0,100.0,0.60875,0.12175,0.0,0.0,100.0,0.30175,0.031083333333333334,0.14633333333333334,50.431211498973305,36.960985626283374,0.288,0.026583333333333334,0.15508333333333332,52.68993839835729,34.13757700205338,0.12175,0.0,0.12175,79.99999999999999
n_train,ctd,500,1,0.6245833333333334,0.12491666666666666,0.0,0.6245833333333334,0.12491666666666666,0.0,0.0,100.0,0.6245833333333334,0.12491666666666666,0.0,0.0,100.0,0.314,0.03825,0.12275,49.72648432288192,37.841894596397594,0.283,0.023583333333333335,0.16508333333333333,54.68979319546364,31.637758505670437,0.12491666666666666,0.0,0.12491666666666666,80.0
n_train,ctd,500,2,0.49416666666666664,0.09883333333333333,0.0,0.49416666666666664,0.09883333333333333,0.0,0.0,100.0,0.49416666666666664,0.09883333333333333,0.0,0.0,100.0,0.2485,0.025833333333333333,0.11933333333333333,49.71332209106239,37.85834738617201,0.24583333333333332,0.020666666666666667,0.1425,50.252951096121414,37.18381112984823,0.09883333333333333,0.0,0.09883333333333333,80.0
n_train,ctd,500,3,0.57625,0.11525,0.0,0.57625,0.11525,0.0,0.0,100.0,0.57625,0.11525,0.0,0.0,100.0,0.27858333333333335,0.017666666666666667,0.19025,51.65582067968185,35.430224150397684,0.282,0.024666666666666667,0.15866666666666668,51.06290672451194,36.17136659436008,0.11525,0.0,0.11525,80.0
n_train,ctd,500,4,0.5208333333333334,0.10416666666666667,0.0,0.5208333333333334,0.10416666666666667,0.0,0.0,100.0,0.5208333333333334,0.10416666666666667,0.0,0.0,100.0,0.26908333333333334,0.025833333333333333,0.13991666666666666,48.336000000000006,39.58,0.2664166666666667,0.03141666666666667,0.10933333333333334,48.848,38.940000000000005,0.10416666666666667,0.0,0.10416666666666667,80.0
n_train,ctd,1000,0,0.58125,0.11625,0.0,0.58125,0.11625,0.0,0.0,100.0,0.58125,0.11625,0.0,0.0,100.0,0.2828333333333333,0.022916666666666665,0.16825,51.3405017921147,35.82437275985662,0.27141666666666664,0.023083333333333334,0.156,53.3046594982079,33.36917562724013,0.11625,0.0,0.11625,80.0
n_train,ctd,1000,1,0.5533333333333333,0.11066666666666666,0.0,0.5533333333333333,0.11066666666666666,0.0,0.0,100.0,0.5533333333333333,0.11066666666666666,0.0,0.0,100.0,0.28791666666666665,0.0315,0.13041666666666665,47.96686746987952,40.0414156626506,0.27208333333333334,0.0315,0.11458333333333333,50.82831325301205,36.464608433734945,0.11066666666666666,0.0,0.11066666666666666,80.0
n_train,ctd,1000,2,0.4816666666666667,0.09633333333333334,0.0,0.4816666666666667,0.09633333333333334,0.0,0.0,100.0,0.4816666666666667,0.09633333333333334,0.0,0.0,100.0,0.25166666666666665,0.020583333333333332,0.14875,47.75086505190312,40.3114186851211,0.22841666666666666,0.014416666666666666,0.15633333333333332,52.57785467128028,34.277681660899646,0.09633333333333334,0.0,0.09633333333333334,80.00000000000001
