instance,source,profile,policy,N,dimension,alpha,capacity,iterations,repetitions,direction,prep_seconds,explained_variance,effective_rank,entropy_rank,top_share,residual_cvar,calls,coverage,coverage_iqr,certified_feasible,certified_infeasible,fallbacks,mean_pieces,mean_route_length_checked,K,distance,objective_raw,full_gate_seconds,full_gate_iqr,cert_gate_seconds,cert_gate_iqr,gate_speedup,gate_speedup_iqr,full_solver_seconds,full_solver_iqr,cert_solver_seconds,cert_solver_iqr,solver_speedup,solver_speedup_iqr,solver_speedup_with_prep,solver_speedup_with_prep_iqr,audit_checks,identity_pass
SCA3-2,SCA3-2.vrpspd,moderate,WDRO,50000,10,0.9,707.770435,20,3,SLOPE,0.015215299999908893,0.09938381697347112,1.2216728386842657,1.4754341843647039,0.9006514022352825,4.045717625299949,9523,0.5950907799979714,0.018263365889056637,5293,464,3992,3.8081714527027026,10.446157094594595,5,725.2585,979.4646364705882,86.24684310019802,3.0007658500198886,41.13323219999074,1.509049599953869,2.2134670081759924,0.07260259455310258,86.34938939999847,3.0042623999997886,41.25467650000064,1.5128901999996742,2.20978715350594,0.07236528877422144,2.2089177346403184,0.07233468639577723,736,1
SCA3-3,SCA3-3.vrpspd,moderate,WDRO,50000,10,0.9,730.57976,20,3,SLOPE,0.015038699999422533,0.09976470115405092,1.2311832796395152,1.4895629070373808,0.8967463727868802,4.054192698550801,8934,0.5939109021714798,0.029126110579927866,5276,477,3628,3.856503246026416,10.789878037069048,5,750.3247,1003.3784407843137,91.20049100002507,8.695301400290191,43.464562099696195,10.04635154994503,2.0982723992671386,0.28667309886014625,91.32970249999926,8.701381999999285,43.601489100001345,10.066409699998985,2.094646407386037,0.28584926840645974,2.0939241866932297,0.28558836115698716,636,1
SCA3-4,SCA3-4.vrpspd,moderate,WDRO,50000,10,0.9,838.3889149999999,20,3,SLOPE,0.016668500000378117,0.09932784680983668,1.2369584540920568,1.5041744434192246,0.894545673752325,4.059375363450696,9279,0.735531846104106,0.021018134375237363,6372,309,2454,3.681254012411727,10.574149368713888,5,778.4981,1045.5015164705883,91.74731469992912,2.99671225007296,29.084128299964505,4.083987249972779,3.1545492357094673,0.34727241739271175,91.87127280000277,3.0007812500007276,29.193367600000784,4.091030249999676,3.146991263865026,0.3455555669468797,3.14519545561257,0.3450852206744992,847,1
SCA3-5,SCA3-5.vrpspd,moderate,WDRO,50000,10,0.9,691.1979,20,3,SLOPE,0.015428700000484241,0.10073629804585867,1.2820284092950076,1.5770888007510042,0.8767974809876631,4.055607179383366,11121,0.6005754878158439,0.02725276921555375,6118,370,4442,3.717935615738375,11.056829421814586,5,772.4004,1015.7058952941177,117.0221760998902,13.3593054001376,57.31776449960307,9.084681249980349,2.043910590772407,0.12456749439837633,117.17313550000108,13.374077299999044,57.47913189999963,9.100025650001044,2.0409433862978545,0.12399673590419535,2.0404233510236094,0.12385376759066968,899,1
SCA3-6,SCA3-6.vrpspd,moderate,WDRO,50000,10,0.9,685.6737499999999,20,3,SLOPE,0.015336500000557862,0.10005342290348117,1.2990842911151617,1.6095169590531075,0.8703240265321476,4.0583054294192955,9600,0.7006710104055237,0.02712034882634362,6723,120,2703,4.147083333333334,10.673469387755102,5,713.1904,950.3947831372549,94.05615779991422,8.697802700113243,34.23062339978787,3.7526233000826323,2.8167783854237345,0.23710658880080082,94.18108639999991,8.709681199998158,34.34187119999842,3.760093999999299,2.8111361302032436,0.23600009325836346,2.810004411454613,0.23580965661751563,497,1
SCA3-7,SCA3-7.vrpspd,moderate,WDRO,50000,10,0.9,708.4829050000001,20,3,SLOPE,0.01790659999824129,0.0995710273129876,1.2649496292046425,1.547374953046396,0.8833980971997004,4.063798847679996,10588,0.46335474121647147,0.012348914745200834,3858,1242,5739,4.272318007662835,11.026665537966647,5,711.2402999999999,973.3811917647058,179.11195169992425,17.525193299965395,119.14093019993743,1.3953420001580525,1.4766968242012335,0.1515723242064828,179.3920661000011,17.526987650000592,119.48358559999906,1.4482745999994222,1.4739546406664903,0.151375217357415,1.4737378132245451,0.15135182867329933,494,1
SCA3-8,SCA3-8.vrpspd,moderate,WDRO,50000,10,0.9,702.95867,20,3,SLOPE,0.04375090000030468,0.10048973490883407,1.333025244500994,1.6354103509494509,0.8568007212494675,4.061940421316916,9769,0.5972159348121322,0.10546290188210083,5525,321,3559,3.7516976007243095,11.40301041195111,5,810.2611999999999,1079.0548309803921,99.10518050006431,29.066263700176933,44.70563890002086,30.23295915002018,2.184605864110487,0.8399196590400078,99.26014179999765,29.095424000001003,44.84835089999979,30.300084500000594,2.180816117811804,0.8362631190748853,2.1786907402049698,0.834125665335542,595,1
SCA3-9,SCA3-9.vrpspd,moderate,WDRO,50000,10,0.9,640.767655,20,3,SLOPE,0.015679600001021754,0.0995614344973007,1.2063103136707762,1.4654769756029988,0.9072368867917687,4.059625203174831,10453,0.5165128912649823,0.0059314479021701505,4479,928,5046,3.7779584808189037,11.172889540398378,5,782.6862000000001,1045.756314117647,189.3364553000065,45.523266799997145,103.56904599972404,31.78678799985937,1.8281181744255033,0.13098919907406237,189.60138160000133,45.584787849998975,103.87795220000044,31.887149349999163,1.8252321843518258,0.13091249793634896,1.8249567207833297,0.130759126434836,957,1
SCA8-0,SCA8-0.vrpspd,moderate,WDRO,50000,10,0.9,262.5497,20,3,SLOPE,0.040152800000214484,0.10076770615366971,1.4320201304924332,1.9375709613972554,0.8261228272253965,4.055213716153723,14204,0.6896095301125083,0.023768052731251488,4488,5337,4422,3.307154937863078,4.7692477388043235,12,1187.6083,1776.9266160000002,114.90541120006674,37.95899460005785,41.76416219985185,6.4914997502201,2.751292140141969,0.48688307450679913,115.17874149999989,38.05781779999779,42.07406700000138,6.58249645000069,2.7375233656398397,0.48211220744481054,2.734913339175656,0.4820176958252582,1595,1
SCA8-1,SCA8-1.vrpspd,moderate,WDRO,50000,10,0.9,246.23556499999998,20,3,SLOPE,0.03928219999943394,0.09997491891006904,1.4454510012902486,1.9430617169010842,0.8212081539869064,4.05840536830727,14040,0.7198622273249139,0.023565892723408144,4648,5605,4155,3.0925373134328358,4.890811965811966,12,1271.7855,1892.8959734117648,112.68235670010472,17.619534599971303,40.8956091996406,7.087808749955002,3.0187891987401247,0.24558285147226133,112.93191379999917,17.68568785000025,41.193891599999915,7.170491499999116,2.998354549252615,0.2424372572708302,2.9958924194910788,0.24185132363661355,1473,1
SCA8-2,SCA8-2.vrpspd,moderate,WDRO,50000,10,0.9,265.41386,20,3,SLOPE,0.030588199999328936,0.09960488309813079,1.3716120552480953,1.8295902616207271,0.8467279860969601,4.064194151917259,17260,0.7272305909617613,0.011967641599165413,5670,6895,4639,3.1773003472222223,4.484809027777778,13,1302.9298999999996,1963.865854823529,128.73526049985594,8.271742350243585,42.279730199905316,1.4330313501886849,3.0760578511212526,0.1593891427568539,129.08569630000056,8.314730750000308,42.70869909999965,1.4598404000007577,3.0571861714116335,0.15675006879471454,3.0548781277757406,0.15662080984918836,2038,1
SCA8-3,SCA8-3.vrpspd,moderate,WDRO,50000,10,0.9,273.96741,20,3,SLOPE,0.030349199998454424,0.10046412490116023,1.4630067076678823,1.9582069391574728,0.8149951603154378,4.062599282861191,14611,0.6898227362945726,0.020841002386368768,4197,5882,4966,3.0776996574725075,4.743945676341566,12,1205.7378999999999,1813.0668778823529,113.73481099987112,14.35612780001793,43.156111800155486,3.969823349983926,2.713086752449845,0.11440855072313161,113.98122689999946,14.390580350000164,43.44035040000017,3.9976593000010325,2.6982694606477517,0.11258819141416998,2.6962141233190584,0.11260038337580003,1319,1
SCA8-4,SCA8-4.vrpspd,moderate,WDRO,50000,10,0.9,314.395875,20,3,SLOPE,0.029802799999743,0.09954647982019754,1.2952334603791265,1.6958810812406524,0.8742178052633729,4.059647295063451,15242,0.7481143310837634,0.014005331300743218,4821,6829,4073,3.3454192687806947,4.805875347360064,12,1288.5557000000001,1929.3638995294118,125.03098349999709,9.687623850008094,35.652799099931144,1.8654908498410805,3.4869831213673486,0.09973238918865501,125.33904860000257,9.720572549998906,35.989567000000534,1.9036035500012076,3.4641811982844564,0.09674378028909647,3.4615714634142836,0.09667386188614469,1173,1
SCA8-5,SCA8-5.vrpspd,moderate,WDRO,50000,10,0.9,259.19917,20,3,SLOPE,0.03962680000040564,0.09951229435805276,1.4025300951266242,1.8938408619772502,0.8363131062655659,4.064982238912361,13990,0.697927090779128,0.029270045182174687,4206,5668,4226,3.170556449758565,4.8331760435571685,12,1240.8002999999999,1855.3968487058823,114.65270409985897,14.691290999960984,39.99086680008622,1.8536663997947471,2.9365369539991284,0.26406325683737686,114.90728560000207,14.751447549999284,40.293612599998596,1.9195968999993056,2.9219704808496565,0.2595917026902419,2.918834915720952,0.259354261600766,1343,1
SCA8-6,SCA8-6.vrpspd,moderate,WDRO,50000,10,0.9,257.127635,20,3,SLOPE,0.030919000000722008,0.09978120730462077,1.4251995620373508,1.9450521536927097,0.829035106465169,4.065455871464238,15778,0.7204335150209152,0.029596347354348906,4894,6592,4411,3.460198684040769,4.979447852760736,11,1176.1147,1732.462642901961,134.2439879004196,5.758360899866602,43.540976500022225,2.758313349884702,3.0831643819552617,0.35865376664252135,134.59960560000036,5.8008752500008995,43.94408110000222,2.729254799998671,3.0629746311840287,0.35292786599442527,3.0608210413623476,0.35250322380310406,1254,1
SCA8-7,SCA8-7.vrpspd,moderate,WDRO,50000,10,0.9,265.681015,20,3,SLOPE,0.034403899997414555,0.10003987483595209,1.3635690322798524,1.8433242299676345,0.8502992955422141,4.059705752594709,18910,0.7786894652283681,0.011228448618005094,6223,8374,4313,3.0834863438145512,4.631333555354679,12,1336.3289,1965.467040235294,138.92697869965923,16.93413744978352,37.76394059980157,2.60563845003162,3.9427543173201536,0.29777312135585365,139.21822279999833,16.962837699999,38.081886699997995,2.633285899999464,3.9140310359449857,0.2932211652907446,3.9102198746917245,0.2930735831844875,3731,1
SCA8-8,SCA8-8.vrpspd,moderate,WDRO,50000,10,0.9,263.60948,20,3,SLOPE,0.02996730000086245,0.09901680178387594,1.3148041423467465,1.740702875793617,0.8672699426869267,4.061054244712121,16719,0.7218135055924397,0.012423645283023421,5698,6732,4907,2.9898874375489073,4.959603079926255,12,1319.3743,1964.7603929411764,149.48634239982857,14.731892599904313,46.42040139941673,2.1029320501165785,3.220272507202121,0.17346598890134501,149.82951850000245,14.765118050001547,46.771541900001466,2.1301036000004387,3.2034333787913405,0.17176727915322232,3.201382200298682,0.1717455699081194,1365,1
SCA8-9,SCA8-9.vrpspd,moderate,WDRO,50000,10,0.9,240.287945,20,3,SLOPE,0.030840399998851353,0.09941301983084314,1.4189939541311316,1.8952742799710394,0.8300330249739033,4.063169873138486,16521,0.7317353671085285,0.013759733723702205,5197,6610,4432,3.333212275286,4.606028115320467,12,1351.8666,1983.234873882353,126.12472040035209,7.430564550008057,40.459799300097075,3.6969349495648203,3.094855513560568,0.09602038541977409,126.40103570000065,7.461152349998883,40.765542500001175,3.712774800000261,3.073323033179508,0.09647578666603485,3.0709714542230695,0.09624316818280176,1711,1
