instance,source,profile,policy,repetition,seed,N,dimension,alpha,capacity,iterations,direction,calls,coverage,certified_feasible,certified_infeasible,fallbacks,mean_pieces,mean_route_length_checked,K,distance,objective_raw,full_gate_seconds,cert_gate_seconds,full_solver_seconds,cert_solver_seconds,gate_speedup,solver_speedup,solver_speedup_with_prep,prep_seconds,explained_variance,effective_rank,entropy_rank,top_share,residual_cvar,audit_checks,identity_pass
CON3-9,CON3-9.vrpspd,moderate,WDRO,0,502026,50000,10,0.9,610.99972,20,SLOPE,9556,0.4351192967768941,3302,856,5398,3.9278987023859355,11.404981163666806,5,618.2960999999999,802.071491372549,104.58891640012553,63.49303600003259,104.74197430000095,63.67935960000068,1.647250202369782,1.64483397694219,1.6444232698368442,0.015904399999271845,0.10098495705045772,1.2368548331309623,1.5066934849662141,0.894659131538153,4.0479987506749024,283,1
CON3-9,CON3-9.vrpspd,moderate,WDRO,1,512033,50000,10,0.9,610.99972,20,SLOPE,11294,0.4717549141136887,4510,818,5966,4.0106251106782365,11.179829998229149,5,616.66,800.435391372549,118.47451160006494,70.96489050000673,118.61506400000144,71.14114679999875,1.6694806511404918,1.6673201000465672,1.6669474352810834,0.015904399999271845,0.10098495705045772,1.2368548331309623,1.5066934849662141,0.894659131538153,4.0479987506749024,283,1
CON3-9,CON3-9.vrpspd,moderate,WDRO,2,522040,50000,10,0.9,610.99972,20,SLOPE,10393,0.5159241797363611,4211,1151,5031,4.001154623304147,11.286057923602424,5,622.0635,805.8388913725489,111.22416639987932,61.32941580014267,111.36947879999934,61.50926359999903,1.813553332422589,1.8106131057631634,1.810145058035476,0.015904399999271845,0.10098495705045772,1.2368548331309623,1.5066934849662141,0.894659131538153,4.0479987506749024,283,1
CON8-0,CON8-0.vrpspd,moderate,WDRO,0,552026,50000,10,0.9,257.58144999999996,20,SLOPE,20991,0.7769043875946834,7265,9043,4683,3.186508503644419,4.608165404220856,12,1031.2475,1481.658317882353,98.3447312001208,25.638825400032147,98.56342740000036,25.850500599999577,3.8357736622363947,3.8128247079285567,3.8109870221806617,0.01246530000025814,0.09930310862291775,1.3897769765675818,1.8556040105861447,0.8400079400102235,4.063301856343255,3198,1
CON8-0,CON8-0.vrpspd,moderate,WDRO,1,562033,50000,10,0.9,257.58144999999996,20,SLOPE,17064,0.7797116736990155,6019,7286,3759,3.1529535864978904,4.545534458509142,12,1035.6827,1486.0935178823531,79.05613900007484,21.042371299858132,79.23828759999924,21.22593059999963,3.756997625101684,3.733088979382634,3.730897944133326,0.01246530000025814,0.09930310862291775,1.3897769765675818,1.8556040105861447,0.8400079400102235,4.063301856343255,3198,1
CON8-0,CON8-0.vrpspd,moderate,WDRO,2,572040,50000,10,0.9,257.58144999999996,20,SLOPE,18996,0.7509475679090335,6438,7827,4731,3.0918614445146346,4.619077700568541,12,1029.0439,1479.454717882353,90.73935539994636,26.89729819990862,90.9661787999994,27.111963299999843,3.373549072681755,3.3552044089702617,3.3536624915298328,0.01246530000025814,0.09930310862291775,1.3897769765675818,1.8556040105861447,0.8400079400102235,4.063301856343255,3198,1
CON8-1,CON8-1.vrpspd,moderate,WDRO,0,602026,50000,10,0.9,295.244525,20,SLOPE,19212,0.7733187591088903,6511,8346,4355,3.018582136164897,4.610607953362482,12,856.7024999999999,1289.5090289411764,90.0480032001069,24.421793499930573,90.23957139999948,24.607282900000428,3.6871986162835624,3.6671895782527826,3.66541136698117,0.01193779999994149,0.09961661185514784,1.3208335522945998,1.7469182986265888,0.864754778436134,4.059034750126642,1741,1
CON8-1,CON8-1.vrpspd,moderate,WDRO,1,612033,50000,10,0.9,295.244525,20,SLOPE,20798,0.7814212905087028,6934,9318,4546,3.0714010962592555,4.666746802577171,12,856.7024999999999,1289.5090289411764,102.36850249999588,26.392949500019313,102.6275773999987,26.63261119999879,3.8786306358037392,3.853455323224309,3.851728824533813,0.01193779999994149,0.09961661185514784,1.3208335522945998,1.7469182986265888,0.864754778436134,4.059034750126642,1741,1
CON8-1,CON8-1.vrpspd,moderate,WDRO,2,622040,50000,10,0.9,295.244525,20,SLOPE,20527,0.8010425293515857,7010,9433,4084,3.0482291615920496,4.61582306230818,12,856.7024999999999,1289.5090289411764,98.61080300010872,23.76212089994624,98.85585829999945,23.977105500000107,4.149915885678867,4.122927110613873,4.120875395643613,0.01193779999994149,0.09961661185514784,1.3208335522945998,1.7469182986265888,0.864754778436134,4.059034750126642,1741,1
CON8-2,CON8-2.vrpspd,moderate,WDRO,0,652026,50000,10,0.9,272.37017499999996,20,SLOPE,17140,0.7483080513418903,5690,7136,4314,3.0004084014002332,4.756417736289381,12,810.0788000000001,1200.4428056470588,82.17927550004424,25.057459599858703,82.36710289999974,25.262849099999585,3.2796331636311464,3.260404342121534,3.2588024717649873,0.012418000000252505,0.0994266547778447,1.3293707217079862,1.7734472369406047,0.8621280864430639,4.069106684522328,1330,1
CON8-2,CON8-2.vrpspd,moderate,WDRO,1,662033,50000,10,0.9,272.37017499999996,20,SLOPE,16177,0.7474809915311863,5287,6805,4085,3.0198429869567907,4.820362242690239,12,810.7963,1201.1603056470587,79.16846360007003,21.865048100016793,79.33240320000004,22.025743500000317,3.620777015350322,3.601803643994987,3.599774110013578,0.012418000000252505,0.0994266547778447,1.3293707217079862,1.7734472369406047,0.8621280864430639,4.069106684522328,1330,1
CON8-2,CON8-2.vrpspd,moderate,WDRO,2,672040,50000,10,0.9,272.37017499999996,20,SLOPE,21491,0.7813503326974082,6787,10005,4699,2.9863663859289935,4.792517798148062,11,808.0996999999999,1165.9333718431371,104.3328806999798,26.386084600058894,104.56844699999965,26.615279100000407,3.9540872502071385,3.9288878620099856,3.9270555995620464,0.012418000000252505,0.0994266547778447,1.3293707217079862,1.7734472369406047,0.8621280864430639,4.069106684522328,1330,1
CON8-3,CON8-3.vrpspd,moderate,WDRO,0,702026,50000,10,0.9,270.74582499999997,20,SLOPE,17949,0.7248871803443089,5197,7814,4938,3.1344364588556464,4.733522758928074,12,951.539,1414.8419665882352,87.76903209992633,26.400886199922752,87.93833780000023,26.562642299999425,3.3244729527368344,3.3106020405207253,3.309080774698293,0.012211500001285458,0.10022945019660758,1.3247246955934266,1.7570981531928846,0.8634733733865682,4.055899411638173,3024,1
CON8-3,CON8-3.vrpspd,moderate,WDRO,1,712033,50000,10,0.9,270.74582499999997,20,SLOPE,20282,0.776649245636525,6349,9403,4530,3.250813529237748,4.653288630312592,12,987.1011000000001,1450.4040665882353,96.92674569996598,25.976920100001735,97.12754200000018,26.173910800000158,3.731263957652913,3.7108532516279373,3.7091227516337852,0.012211500001285458,0.10022945019660758,1.3247246955934266,1.7570981531928846,0.8634733733865682,4.055899411638173,3024,1
CON8-3,CON8-3.vrpspd,moderate,WDRO,2,722040,50000,10,0.9,270.74582499999997,20,SLOPE,18231,0.7946903625692502,5838,8650,3743,3.13307004552685,4.649333552739839,12,958.3585,1421.6614665882353,86.99936759999764,22.260199900070802,87.17302050000035,22.42474410000068,3.9082922880544717,3.887358540693345,3.885242813423079,0.012211500001285458,0.10022945019660758,1.3247246955934266,1.7570981531928846,0.8634733733865682,4.055899411638173,3024,1
CON8-4,CON8-4.vrpspd,moderate,WDRO,0,752026,50000,10,0.9,279.74656,20,SLOPE,19159,0.7464899003079493,6479,7823,4857,3.0100213998642937,5.09087113106112,12,911.5034,1340.309508235294,98.89029479982673,28.442621699985466,99.11771600000066,28.664383600000292,3.4768347251152756,3.4578701353968637,3.4564468300599516,0.011803499999587075,0.10116945705803411,1.348818986250112,1.75016144659164,0.853557372223082,4.048491568854,1266,1
CON8-4,CON8-4.vrpspd,moderate,WDRO,1,762033,50000,10,0.9,279.74656,20,SLOPE,16839,0.7335352455609003,5014,7338,4487,3.1517904863709245,5.197695825167766,11,907.7577,1300.8299658823528,89.29164779990424,26.501644100180783,89.47863010000037,26.69232209999973,3.3692871077117488,3.3522235257306927,3.3507418082246687,0.011803499999587075,0.10116945705803411,1.348818986250112,1.75016144659164,0.853557372223082,4.048491568854,1266,1
