instance,source,profile,policy,repetition,seed,N,dimension,alpha,capacity,iterations,direction,calls,coverage,certified_feasible,certified_infeasible,fallbacks,mean_pieces,mean_route_length_checked,K,distance,objective_raw,full_gate_seconds,cert_gate_seconds,full_solver_seconds,cert_solver_seconds,gate_speedup,solver_speedup,solver_speedup_with_prep,prep_seconds,explained_variance,effective_rank,entropy_rank,top_share,residual_cvar,audit_checks,identity_pass
CON3-3,CON3-3.vrpspd,moderate,WDRO,1,212033,50000,10,0.9,721.988895,20,SLOPE,11438,0.5662703269802413,5844,633,4961,3.463455149501661,10.895086553593286,5,647.8456000000001,840.8885027450981,116.72629700002108,60.15915609998956,116.88210999999956,60.33769229999962,1.9402914629655408,1.9371325873528693,1.9366378848722412,0.015412900000228547,0.09987949867593916,1.2419506593590797,1.5097638777430804,0.8924750946841382,4.060372387354415,1148,1
CON3-3,CON3-3.vrpspd,moderate,WDRO,2,222040,50000,10,0.9,721.988895,20,SLOPE,9594,0.482801751094434,3776,856,4962,3.3912862205545133,11.352720450281426,5,641.6431,834.686002745098,102.80476669999825,60.77380049999374,102.94128620000083,60.94051899999977,1.6915968041197103,1.6892092139878432,1.688782092100225,0.015412900000228547,0.09987949867593916,1.2419506593590797,1.5097638777430804,0.8924750946841382,4.060372387354415,1148,1
CON3-4,CON3-4.vrpspd,moderate,WDRO,0,252026,50000,10,0.9,745.99077,20,SLOPE,11061,0.4401952807160293,3814,1055,6192,4.0442997920622,12.492089322846036,4,653.0311999999999,795.9665694117646,130.31162359989685,79.15428759997667,130.468789999999,79.342964200001,1.6462989883561943,1.6443649580714472,1.6440493161252474,0.015233099999932165,0.09900315097529483,1.1966307362713096,1.430954768902077,0.910873213953149,4.061119161872759,660,1
CON3-4,CON3-4.vrpspd,moderate,WDRO,1,262033,50000,10,0.9,745.99077,20,SLOPE,11397,0.4993419320873914,4268,1423,5706,4.010090374659998,12.353250855488286,4,642.6532,785.5885694117646,130.60298019997572,70.47560360000534,130.77949170000102,70.68023529999846,1.853165826592024,1.8502979106523132,1.849899217868454,0.015233099999932165,0.09900315097529483,1.1966307362713096,1.430954768902077,0.910873213953149,4.061119161872759,660,1
CON3-4,CON3-4.vrpspd,moderate,WDRO,2,272040,50000,10,0.9,745.99077,20,SLOPE,11455,0.5125272806634658,4335,1536,5584,3.9075512876473155,12.494718463553033,4,651.0677,794.0030694117646,135.02649710005608,70.75449129992012,135.19901500000014,70.95169329999953,1.9083805793711999,1.9055079408513713,1.9050989222495223,0.015233099999932165,0.09900315097529483,1.1966307362713096,1.430954768902077,0.910873213953149,4.061119161872759,660,1
CON3-5,CON3-5.vrpspd,moderate,WDRO,0,302026,50000,10,0.9,656.659255,20,SLOPE,10444,0.49645729605515126,4348,837,5259,4.437859057832248,11.809747223286097,4,621.086,773.7983689411765,114.62315219993252,67.33158869989165,114.7720588000011,67.51520890000029,1.702368151609008,1.6999437707434926,1.6995529515514305,0.015525400000115042,0.09937703041838611,1.2863637039263174,1.5642875152970068,0.8745785166612905,4.063766308032132,458,1
CON3-5,CON3-5.vrpspd,moderate,WDRO,1,312033,50000,10,0.9,656.659255,20,SLOPE,10620,0.4807909604519774,4301,805,5514,4.0606403013182675,12.092467043314501,4,617.8115,770.5238689411765,120.45335929988323,68.72518550001223,120.60590200000115,68.9070159999992,1.7526814722073292,1.7502702772675942,1.7498760137130165,0.015525400000115042,0.09937703041838611,1.2863637039263174,1.5642875152970068,0.8745785166612905,4.063766308032132,458,1
CON3-5,CON3-5.vrpspd,moderate,WDRO,2,322040,50000,10,0.9,656.659255,20,SLOPE,9658,0.449057775937047,3610,727,5321,4.354110581901015,12.15779664526817,4,626.9182000000001,779.6305689411765,109.28634779993627,67.47544930008553,109.42014689999996,67.64942250000058,1.6196460925203167,1.6174586989267945,1.6170875807324583,0.015525400000115042,0.09937703041838611,1.2863637039263174,1.5642875152970068,0.8745785166612905,4.063766308032132,458,1
CON3-6,CON3-6.vrpspd,moderate,WDRO,0,352026,50000,10,0.9,623.994265,20,SLOPE,12041,0.5077651357860643,4897,1217,5927,3.8792459098081555,12.131301386927996,4,541.0667,666.142874117647,136.14599489996544,75.26460939997196,136.3274478000003,75.4837447000009,1.8088979134463716,1.8060504065055834,1.8056776415582203,0.015582899999571964,0.09965325034405964,1.2093599596045452,1.4697816030435238,0.9059196738136545,4.058616720258482,440,1
CON3-6,CON3-6.vrpspd,moderate,WDRO,1,362033,50000,10,0.9,623.994265,20,SLOPE,9856,0.476461038961039,3699,997,5160,3.887885551948052,12.330661525974026,4,541.0667,666.142874117647,113.76877199995397,64.16148020013861,113.93363769999996,64.35455600000023,1.7731631446948475,1.7704051551532662,1.769976570611382,0.015582899999571964,0.09965325034405964,1.2093599596045452,1.4697816030435238,0.9059196738136545,4.058616720258482,440,1
CON3-6,CON3-6.vrpspd,moderate,WDRO,2,372040,50000,10,0.9,623.994265,20,SLOPE,11101,0.4738311863796054,4346,914,5841,3.8215476083235744,12.370507161516981,4,540.9524,666.028574117647,128.8376172000535,74.82801509992169,128.99692440000035,75.01672060000055,1.7217831720914958,1.719575627516826,1.7192185016684198,0.015582899999571964,0.09965325034405964,1.2093599596045452,1.4697816030435238,0.9059196738136545,4.058616720258482,440,1
CON3-7,CON3-7.vrpspd,moderate,WDRO,0,402026,50000,10,0.9,704.662835,20,SLOPE,9004,0.7597734340293203,6319,522,2163,4.267992003553976,10.691026210573078,5,628.8003,835.3763670588236,92.67876670000987,29.444377200063172,92.81627650000155,29.560781700000007,3.147587944220842,3.139845131362055,3.138139084063014,0.016070699999545468,0.09933405227027733,1.233458657199775,1.486745068374787,0.8957270939952832,4.06948541815667,1400,1
CON3-7,CON3-7.vrpspd,moderate,WDRO,1,412033,50000,10,0.9,704.662835,20,SLOPE,9414,0.8001912045889101,7181,352,1881,4.249521988527724,10.55470575738262,5,628.8003,835.3763670588236,94.7111154001177,25.98926990001746,94.85098280000057,26.10000240000045,3.6442391711840303,3.634136937857099,3.631900647421629,0.016070699999545468,0.09933405227027733,1.233458657199775,1.486745068374787,0.8957270939952832,4.06948541815667,1400,1
CON3-7,CON3-7.vrpspd,moderate,WDRO,2,422040,50000,10,0.9,704.662835,20,SLOPE,9176,0.7768090671316478,6709,419,2048,4.244659982563208,10.556451612903226,5,628.8003,835.3763670588236,92.69593799998438,27.756667400020888,92.82878840000012,27.871718200000032,3.339591769576582,3.33057286722998,3.328653581424719,0.016070699999545468,0.09933405227027733,1.233458657199775,1.486745068374787,0.8957270939952832,4.06948541815667,1400,1
CON3-8,CON3-8.vrpspd,moderate,WDRO,0,452026,50000,10,0.9,700.331065,20,SLOPE,9997,0.4574372311693508,3422,1151,5424,3.8875662698809643,12.025607682304692,5,567.1672,747.5569352941177,114.86334570002327,68.12969540005179,115.004424499999,68.30271059999905,1.6859512584865595,1.6837461279318628,1.6833613410952182,0.01561279999987164,0.10027051132278547,1.1852075107243856,1.4192912228725996,0.915813268744621,4.055452293301624,549,1
CON3-8,CON3-8.vrpspd,moderate,WDRO,1,462033,50000,10,0.9,700.331065,20,SLOPE,9962,0.46677374021280865,3666,984,5312,4.092451314996989,12.047681188516362,5,569.4513000000001,749.8410352941178,115.11643429993092,68.65891679994638,115.26999289999912,68.84154000000126,1.6766421561142486,1.6744249605688224,1.674045298312091,0.01561279999987164,0.10027051132278547,1.1852075107243856,1.4192912228725996,0.915813268744621,4.055452293301624,549,1
CON3-8,CON3-8.vrpspd,moderate,WDRO,2,472040,50000,10,0.9,700.331065,20,SLOPE,10916,0.4329424697691462,3642,1084,6190,3.9890069622572373,12.0799743495786,5,566.3565,746.7462352941177,126.0858046001049,78.59016709999014,126.25051530000019,78.79287720000139,1.604345801169835,1.6023087338153197,1.601991299414545,0.01561279999987164,0.10027051132278547,1.1852075107243856,1.4192912228725996,0.915813268744621,4.055452293301624,549,1
